subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
1,2,5,0,3,18,2,3,24,0,3,40,2,5,26,0,4,16,0,7,23,1,6,47,5,22,43,2,36,60,10,28,60,25,30,60
1,1,6,0,5,16,1,4,21,0,10,32,3,6,21,1,3,15,0,7,26,1,6,44,5,20,42,4,34,60,8,28,60,25,30,60
0,0,5,0,1,14,4,10,24,1,8,41,2,9,26,0,2,8,2,7,13,8,25,51,0,2,36,7,25,60,5,27,60,3,60,60
0,0,4,1,1,11,1,2,20,1,4,47,1,6,24,1,1,8,0,2,11,4,11,50,0,0,26,9,22,60,6,8,60,1,34,60
1,3,6,4,5,16,1,6,24,0,1,35,0,3,27,1,5,14,0,6,23,6,12,60,2,12,47,7,19,60,6,22,60,2,13,60
0,0,4,0,0,15,3,8,22,2,4,48,3,6,26,1,1,8,2,5,12,4,17,45,0,0,31,3,17,60,7,15,60,2,33,60
2,2,14,1,2,29,0,2,39,1,18,60,1,5,56,2,6,59,1,3,60,6,14,60,4,11,60,11,34,60,8,23,60,1,9,60
1,3,5,1,5,6,3,11,17,10,24,39,7,16,31,0,0,3,9,13,15,8,20,30,9,24,39,12,50,60,14,53,60,6,25,50
0,4,6,1,2,6,4,12,20,5,37,60,5,17,35,0,2,6,0,13,18,4,14,29,7,25,41,16,57,60,12,47,60,2,20,42
1,5,7,2,4,5,4,9,11,2,11,19,3,7,15,5,32,39,1,25,33,5,28,44,11,35,48,7,28,56,14,52,60,45,60,60
0,1,9,1,5,19,1,9,37,10,15,60,4,7,36,0,2,11,0,0,8,1,11,60,3,15,52,4,20,60,4,34,60,1,13,60
1,1,9,4,6,23,3,8,39,7,16,60,4,6,41,0,2,12,0,0,13,6,12,60,10,16,60,3,28,60,12,34,60,10,12,60
0,0,1,0,4,11,0,4,18,2,4,27,1,3,12,4,18,26,1,9,27,3,17,59,3,14,31,4,12,60,10,33,60,10,34,59
1,3,3,3,11,24,1,8,15,3,12,19,4,17,25,3,22,30,4,23,29,9,23,31,10,31,42,8,53,60,8,19,36,11,38,50
0,1,1,1,4,8,2,5,6,1,1,2,1,3,4,1,7,10,0,3,7,1,10,21,1,4,13,18,37,53,1,9,17,1,13,23
0,0,0,2,3,8,3,6,13,0,1,2,1,6,9,0,1,5,0,0,1,4,15,24,2,3,7,10,31,46,3,21,34,1,7,13
1,2,3,4,11,17,1,5,10,6,10,14,2,10,21,6,25,29,5,23,28,10,21,29,7,28,35,12,39,60,9,14,25,30,38,42
1,3,7,7,10,23,1,5,7,6,24,30,5,15,23,21,27,31,19,26,46,7,13,22,15,33,53,8,29,60,5,23,33,22,43,60
1,2,4,0,2,6,1,3,6,19,22,30,0,6,16,2,6,14,3,13,22,5,23,31,7,26,46,8,32,60,6,22,38,7,33,44
0,4,4,1,5,7,2,6,10,5,31,44,3,10,17,5,23,58,1,11,35,4,18,34,7,36,53,19,49,60,11,46,60,4,42,60
0,2,7,0,2,10,1,4,17,1,13,33,1,2,10,0,2,7,0,2,30,4,12,47,0,12,47,3,26,60,2,20,52,2,16,60
0,6,6,2,8,15,1,7,13,3,9,28,2,12,23,39,60,60,9,27,38,4,22,30,2,26,50,9,44,60,12,43,60,18,56,60
2,4,7,0,7,17,3,6,15,11,21,25,4,11,22,23,52,60,5,15,31,8,19,29,4,16,39,13,47,60,16,40,60,24,46,60
0,2,7,3,3,19,4,5,20,0,1,16,1,3,16,0,0,9,1,2,19,9,15,56,3,9,51,8,30,60,4,10,60,3,17,60
1,3,6,1,13,25,1,4,7,2,18,35,0,15,29,25,60,60,9,30,41,2,15,23,5,26,60,11,44,60,11,41,60,13,32,60
0,0,7,0,0,10,0,1,14,0,8,34,1,2,10,0,1,7,0,0,17,1,4,37,0,0,42,4,14,60,1,5,49,0,0,60
0,1,7,1,3,15,1,5,18,0,1,15,0,3,13,0,0,8,0,3,19,4,15,52,2,7,51,10,26,60,3,10,57,1,16,60
1,2,3,1,2,4,1,2,5,0,20,23,0,3,13,1,3,6,3,7,16,3,18,26,7,21,34,3,27,55,4,20,26,6,14,36
1,2,6,0,1,12,1,4,19,0,2,44,1,3,20,1,1,5,7,10,26,6,12,51,7,12,50,8,35,60,3,8,60,0,3,25
2,3,6,8,13,21,6,10,13,2,16,24,7,15,23,3,28,60,3,23,52,2,17,30,7,17,29,8,32,51,10,35,59,9,38,60
1,4,7,6,20,23,0,4,7,12,31,49,8,28,40,2,48,59,1,34,59,3,13,23,8,33,60,6,42,60,14,53,60,10,59,60
1,1,4,1,6,6,1,6,11,2,15,18,1,5,9,0,9,17,2,6,8,1,7,13,5,11,21,9,34,60,5,24,40,1,17,31
1,3,3,4,13,16,2,5,11,6,10,18,3,11,21,6,27,29,3,24,29,9,20,27,6,29,38,10,35,60,9,14,27,31,40,48
0,2,4,4,13,16,1,4,8,5,10,17,3,10,14,5,27,27,2,25,28,4,17,20,1,25,36,8,23,47,5,12,20,22,39,48
2,5,7,7,14,24,3,12,14,5,20,26,5,19,24,2,53,60,3,37,58,2,19,31,5,18,33,9,35,53,12,42,60,13,48,60
1,4,6,1,10,17,0,6,8,5,30,41,7,23,38,0,2,7,0,19,25,5,18,25,2,24,53,8,36,60,12,42,60,5,32,60
0,0,1,2,4,9,6,9,11,0,1,2,2,6,12,0,5,7,0,1,3,6,21,25,2,8,17,9,27,60,9,27,34,3,11,14
0,0,4,1,3,12,5,6,22,0,0,23,1,1,20,0,3,15,0,0,25,4,17,60,0,6,35,3,19,60,2,8,49,0,5,55
1,2,11,4,5,23,2,6,39,8,15,57,3,8,39,0,1,11,0,1,13,4,12,60,10,19,60,3,24,60,12,37,60,8,33,60
0,0,9,0,1,18,0,2,22,0,4,34,1,3,28,0,2,38,0,0,38,3,4,60,0,1,53,7,20,60,2,6,60,0,5,60
1,2,5,1,6,13,2,8,13,2,4,7,2,9,13,5,11,20,0,4,30,8,17,26,2,11,28,9,41,60,13,28,43,7,17,34
1,2,5,1,6,13,2,8,13,2,4,7,2,9,13,5,11,20,0,4,30,8,17,26,2,11,28,9,41,60,13,28,43,7,17,34
1,2,2,3,6,8,4,7,12,3,8,11,2,11,17,4,10,15,1,9,19,8,26,34,4,8,17,6,46,60,11,44,60,23,34,56
0,2,4,4,5,11,1,7,8,2,3,6,2,9,11,1,9,20,0,0,26,4,8,22,0,6,17,12,35,60,11,22,31,3,13,19
1,2,13,0,2,24,0,1,33,1,18,60,1,3,46,0,4,39,0,2,47,3,9,60,3,10,60,10,29,60,2,11,60,1,22,60
0,0,10,0,0,19,0,2,16,0,3,60,0,2,30,0,0,29,0,0,39,1,4,56,0,2,59,3,14,60,0,4,60,0,2,60
0,2,8,0,6,16,2,3,27,0,0,38,0,4,32,0,1,13,2,7,23,4,5,45,1,12,52,5,21,60,1,10,59,0,1,60
1,2,4,3,10,11,2,3,10,2,5,8,2,6,13,0,15,26,0,25,33,2,12,22,0,11,22,11,36,58,5,15,37,3,11,21
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
1,1,9,0,2,18,0,2,26,0,10,34,0,5,19,1,2,10,0,5,35,2,12,60,4,9,55,4,21,60,3,19,60,1,33,60
0,5,7,3,11,22,1,8,11,0,10,28,1,15,23,34,60,60,5,29,47,4,16,33,4,24,53,8,44,60,8,39,60,16,57,60
0,1,2,1,2,5,1,3,7,0,0,2,0,2,4,0,3,8,5,16,20,2,13,24,0,11,16,9,30,59,2,9,20,0,5,23
2,5,7,2,7,20,2,9,14,4,21,26,3,13,26,35,60,60,6,24,37,5,20,31,3,24,44,12,41,60,11,42,60,23,55,60
2,2,9,0,3,18,4,6,20,0,2,25,1,3,17,0,0,11,1,1,20,7,11,54,5,9,60,7,27,60,5,8,60,1,18,60
0,2,7,4,6,9,3,5,21,0,4,33,1,3,24,0,4,12,0,2,15,5,17,59,0,10,44,5,13,60,5,20,60,3,9,60
0,0,3,0,1,12,2,5,21,1,5,55,4,7,23,1,2,8,2,5,11,7,16,47,0,0,25,7,22,60,6,14,60,2,6,60
0,0,6,1,1,20,1,2,19,0,0,23,1,2,36,2,2,25,2,4,33,6,6,57,1,3,58,6,19,60,5,8,60,3,4,60
1,3,7,1,4,6,3,9,14,3,17,35,2,12,18,3,10,34,1,8,29,6,25,49,8,29,54,12,33,60,10,47,60,8,60,60
1,3,7,0,6,9,0,4,10,9,15,31,2,15,23,1,14,31,2,27,42,3,19,31,7,24,56,8,41,60,12,38,60,3,55,60
0,1,9,4,4,20,0,3,24,0,0,17,0,2,25,0,0,15,0,0,31,0,4,55,2,7,59,7,23,60,1,8,60,0,1,60
1,3,6,2,4,9,0,7,12,0,13,21,5,14,24,1,26,40,2,29,44,4,22,37,2,17,40,12,28,60,14,55,60,11,60,60
1,2,15,0,3,24,0,3,32,9,19,60,1,4,53,2,8,60,2,4,60,4,18,60,4,12,60,9,32,60,7,30,60,1,27,60
0,3,6,2,4,9,0,7,14,0,13,19,4,16,24,1,26,41,1,31,44,4,21,37,1,16,38,12,27,60,13,57,60,3,60,60
0,2,3,0,2,7,1,6,10,2,7,8,0,5,14,6,8,15,2,9,24,4,23,32,1,15,25,11,33,60,10,27,52,4,14,45
0,2,4,1,7,10,3,4,6,15,20,23,3,7,11,2,14,21,1,16,28,4,14,27,1,15,27,8,32,53,9,24,41,22,26,30
0,2,3,0,2,7,1,6,10,2,7,8,0,5,14,6,8,15,2,9,24,4,23,32,1,15,25,11,33,60,10,27,52,4,14,45
0,0,1,0,1,5,2,4,5,0,0,3,0,1,3,0,0,6,1,10,14,2,17,24,1,4,7,10,30,48,2,14,21,3,6,9
0,3,6,0,5,8,0,9,14,1,13,18,2,15,25,10,27,44,3,31,45,5,18,38,4,20,38,11,28,59,15,57,60,11,60,60
0,1,13,1,2,20,0,4,27,15,17,60,2,5,45,0,5,55,0,3,52,0,13,60,0,9,60,5,29,60,0,20,60,8,27,60
1,3,8,1,3,22,4,9,22,1,1,16,3,7,25,0,12,36,0,5,60,4,11,57,3,13,55,11,50,60,8,24,60,15,25,53
1,2,7,3,3,18,5,5,20,0,1,16,1,3,16,0,0,9,1,2,19,8,15,56,5,10,53,9,29,60,5,10,60,3,17,60
1,4,7,2,3,11,2,7,10,3,11,29,4,11,16,3,31,48,2,20,55,10,25,42,10,31,54,8,36,52,10,48,60,26,60,60
1,4,6,0,4,8,2,5,11,4,8,19,1,12,23,14,33,42,7,24,37,4,22,37,10,29,48,4,28,57,17,52,60,46,60,60
1,5,6,1,4,7,3,9,13,2,11,32,3,12,18,5,20,36,2,25,30,5,26,44,9,33,54,8,33,60,12,45,60,24,60,60
1,4,17,1,4,27,4,11,40,9,29,60,2,15,60,2,10,60,2,6,60,11,28,60,4,28,60,10,36,60,15,47,60,9,31,60
0,1,3,0,1,8,2,3,14,0,2,24,1,1,22,0,0,15,1,2,17,5,15,60,2,9,31,9,22,60,4,12,35,6,8,27
1,1,2,0,2,4,2,4,8,0,2,3,3,8,13,0,5,6,2,7,12,11,29,39,0,4,7,6,22,34,4,13,19,6,27,40
0,1,7,2,2,15,1,3,21,0,2,32,1,3,26,0,8,28,1,11,28,2,9,54,0,7,57,7,27,60,1,12,60,0,7,60
0,0,5,0,3,10,1,5,21,4,15,49,3,8,26,0,4,10,0,1,13,2,16,53,1,5,31,9,25,60,1,17,60,47,60,60
0,1,5,0,4,4,1,6,13,1,3,10,2,5,7,2,4,7,0,0,2,3,9,19,0,3,21,3,27,60,5,12,26,3,11,23
0,0,3,1,1,8,0,1,19,0,1,45,0,3,22,0,1,6,0,0,7,2,6,42,0,0,17,6,19,60,2,8,54,0,1,60
1,3,6,2,3,11,0,4,15,1,3,31,1,2,16,3,4,10,0,0,3,6,11,38,7,13,29,8,43,60,6,13,41,2,12,60
0,1,5,0,1,4,1,3,12,0,1,22,0,2,7,0,2,7,0,0,1,1,6,21,1,1,21,5,27,60,3,12,25,5,15,24
0,2,4,0,4,4,1,4,6,2,17,21,1,6,11,4,20,40,0,10,14,5,23,32,0,16,27,15,38,60,9,24,40,3,25,49
0,2,4,0,4,5,1,5,7,1,13,21,2,8,11,2,27,45,0,11,16,4,27,32,4,15,27,14,39,59,6,26,41,3,32,50
1,2,7,1,2,12,2,6,18,2,9,39,2,3,18,0,0,7,0,5,33,4,11,55,3,9,55,10,38,60,3,12,60,2,5,57
1,2,6,2,4,18,1,3,19,1,1,32,0,0,10,2,4,6,0,1,13,2,9,51,4,11,42,8,30,60,7,16,58,3,13,60
0,3,5,2,12,24,1,3,8,2,21,35,0,15,29,16,60,60,9,22,42,5,13,21,5,27,60,13,42,60,9,42,60,8,30,60
1,3,5,0,2,7,0,4,8,20,29,31,1,12,16,2,15,28,3,16,24,3,25,34,6,36,55,13,48,60,8,33,60,8,37,60
0,0,0,5,7,18,1,5,23,0,0,60,3,6,23,6,21,53,7,14,59,3,10,53,0,1,16,9,28,60,5,17,60,26,39,60
0,1,2,1,2,4,1,4,9,0,0,2,0,2,6,2,4,9,1,15,21,2,11,24,0,10,15,12,34,59,3,11,27,3,6,27
0,1,2,1,2,4,1,4,9,0,0,2,0,2,6,2,4,9,1,15,21,2,11,24,0,10,15,12,34,59,3,11,27,3,6,27
0,0,1,0,4,5,1,5,5,0,0,4,0,1,3,0,4,7,1,10,17,4,20,29,1,5,6,12,32,51,1,15,28,3,6,22
1,2,4,1,3,7,0,3,5,0,21,27,1,7,12,2,5,10,3,13,22,3,12,30,12,18,34,7,35,60,8,20,37,7,28,39
0,3,5,2,9,9,2,5,9,14,24,28,3,9,14,3,18,25,2,17,32,4,22,41,4,23,35,10,35,59,14,35,46,22,28,60
1,5,6,1,6,7,3,6,16,1,11,29,2,17,26,0,10,17,1,15,37,2,15,39,6,29,46,7,45,60,4,36,60,3,52,60
2,3,7,0,2,9,2,8,13,4,9,19,2,10,25,21,33,44,18,27,38,5,25,36,8,27,53,5,31,54,16,58,60,38,60,60
0,2,4,4,13,16,1,4,7,5,10,17,3,10,15,5,27,27,2,25,28,4,17,20,1,25,36,8,23,48,5,12,20,22,39,48
0,3,4,2,10,18,1,3,5,0,14,28,1,9,21,14,23,32,15,33,56,2,12,22,5,28,40,5,21,44,1,16,33,4,38,60
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
1,2,5,6,12,17,5,9,13,1,6,21,5,12,18,4,10,17,2,12,26,0,10,27,7,13,27,4,21,46,8,28,48,4,18,38
1,4,7,0,7,16,0,6,9,4,25,47,3,24,40,0,1,4,2,20,25,7,20,25,5,21,50,7,39,60,9,41,60,6,27,60
0,2,7,0,2,10,1,4,18,1,14,33,1,2,10,0,2,7,0,2,30,4,13,48,0,13,47,6,29,60,4,21,53,2,8,60
0,3,7,3,15,22,2,4,9,1,10,38,1,17,28,51,60,60,2,32,59,3,13,28,5,38,55,6,41,60,9,52,60,9,39,60
0,0,13,1,2,24,1,2,37,2,13,35,1,4,24,0,0,22,2,2,38,2,3,60,0,3,60,6,17,60,2,5,60,4,23,60
0,1,10,0,0,21,0,2,25,1,11,31,0,2,16,0,0,13,0,1,33,1,4,60,0,4,60,6,24,60,0,6,60,0,19,60
0,2,6,0,3,11,1,3,14,0,1,31,0,0,10,1,3,6,0,0,8,2,5,41,0,7,34,10,29,60,3,11,52,1,5,60
1,2,7,1,3,13,1,2,19,9,9,34,1,1,12,2,5,6,1,1,21,4,10,50,7,13,41,8,24,60,9,17,55,10,13,60
1,5,7,1,11,26,0,8,13,3,13,28,2,15,28,38,60,60,11,29,45,4,19,36,2,18,51,12,41,60,12,45,60,16,53,60
1,5,7,1,11,26,0,8,13,3,13,28,2,15,28,38,60,60,11,29,45,4,19,36,2,18,51,12,41,60,12,45,60,16,53,60
1,5,7,1,11,26,0,8,13,3,13,28,2,15,28,38,60,60,11,29,45,4,19,36,2,18,51,12,41,60,12,45,60,16,53,60
1,5,7,1,11,26,0,8,13,3,13,28,2,15,28,38,60,60,11,29,45,4,19,36,2,18,51,12,41,60,12,45,60,16,53,60
1,5,7,1,11,26,0,8,13,3,13,28,2,15,28,38,60,60,11,29,45,4,19,36,2,18,51,12,41,60,12,45,60,16,53,60
1,5,7,1,11,26,0,8,13,3,13,28,2,15,28,38,60,60,11,29,45,4,19,36,2,18,51,12,41,60,12,45,60,16,53,60
0,3,3,3,9,15,1,9,10,1,12,18,1,7,12,1,6,11,3,5,13,4,5,12,4,17,26,6,28,46,8,21,39,6,9,25
1,3,7,8,14,17,2,10,12,2,4,16,7,13,20,3,9,19,6,19,45,4,13,26,3,14,30,6,27,47,11,24,41,6,27,48
1,3,4,1,6,13,1,6,13,7,16,21,1,6,10,2,12,20,2,6,11,3,9,14,6,17,22,6,34,57,7,30,41,4,19,33
0,1,1,2,6,6,2,3,9,0,4,14,2,4,7,0,2,8,1,6,9,1,6,10,2,9,14,9,25,48,5,15,21,3,3,14
0,5,7,1,12,28,1,4,8,11,29,49,8,34,45,0,3,30,1,14,39,4,14,21,4,33,59,5,37,58,7,44,60,15,49,60
0,0,0,2,5,8,5,9,14,0,1,4,2,6,11,0,3,6,0,0,3,4,18,25,2,5,14,9,27,60,7,25,33,1,11,14
1,1,2,1,3,6,3,4,9,8,14,60,3,5,7,0,2,4,1,2,5,4,7,17,2,8,17,12,33,56,4,15,30,1,2,6
0,1,12,1,5,20,3,8,38,2,6,60,0,2,47,1,3,15,0,1,14,3,11,60,0,4,60,12,30,60,2,24,60,1,5,60
2,3,7,0,3,7,1,5,12,4,7,17,1,12,26,14,29,41,6,24,47,5,20,36,7,27,46,4,29,52,19,49,60,43,60,60
0,4,6,0,6,10,0,6,12,4,17,27,2,15,23,1,20,31,4,32,41,4,22,30,8,25,52,10,36,60,12,42,60,3,60,60
1,2,6,4,6,16,2,7,23,0,2,35,1,3,26,0,5,15,0,4,21,4,13,59,1,7,45,4,19,60,6,18,60,4,12,60
1,1,2,0,2,2,3,6,7,0,0,0,0,3,4,3,4,8,1,2,3,6,15,22,3,5,10,5,25,38,2,8,13,5,9,15
1,2,7,0,3,12,0,6,22,12,22,33,3,7,19,0,2,12,1,3,12,5,11,60,4,10,40,10,38,60,3,14,60,0,14,60
1,2,4,0,2,4,0,3,7,9,18,38,1,2,12,0,1,1,0,1,3,3,6,17,2,3,9,1,7,48,2,9,22,4,4,20
1,2,7,0,4,12,2,6,22,7,21,33,4,7,19,0,3,12,1,3,12,8,12,58,3,12,43,8,32,60,4,15,60,1,12,60
0,1,3,2,3,8,0,5,19,0,0,7,1,2,7,1,3,5,1,4,19,9,21,50,2,4,17,5,22,60,2,10,35,5,30,52
0,1,5,0,3,10,0,6,21,4,22,44,3,9,25,0,4,10,0,2,13,3,17,55,1,8,37,7,21,60,1,16,60,52,60,60
0,3,6,4,7,10,2,6,19,0,9,32,2,7,22,0,3,10,0,2,14,5,14,55,0,11,46,5,15,60,5,16,60,4,7,60
1,4,18,0,5,24,2,7,42,12,33,60,3,14,60,2,10,60,2,7,60,12,28,60,5,23,60,10,32,60,16,46,60,5,21,60
1,3,5,0,3,14,3,8,18,13,25,34,6,21,40,0,2,5,6,14,15,7,24,31,8,23,42,11,45,60,17,53,60,4,37,44
1,4,6,0,4,10,2,9,11,3,8,19,1,14,25,19,32,44,16,27,40,6,21,38,10,24,52,3,33,54,20,55,60,28,60,60
1,2,16,1,2,24,1,2,40,1,30,60,1,9,60,2,5,60,1,4,60,4,14,60,4,12,60,13,31,60,8,28,60,1,8,60
1,2,17,1,2,28,1,2,39,1,24,60,1,6,59,3,7,60,1,3,60,6,14,60,4,11,60,7,33,60,8,26,60,2,6,60
0,0,7,1,2,11,1,5,24,2,17,42,1,6,30,1,1,4,0,0,4,8,11,34,0,3,40,9,30,60,8,19,60,3,5,30
0,2,10,2,4,17,3,7,32,3,12,60,2,3,42,1,2,11,0,0,10,4,5,49,3,7,60,8,24,60,5,13,60,1,17,60
0,0,3,1,1,6,1,2,13,2,15,20,8,11,20,0,0,1,0,0,0,1,2,17,0,1,24,8,23,60,1,7,37,1,1,8
0,2,11,1,6,25,0,3,41,7,15,60,3,8,43,0,2,15,0,1,12,1,11,60,6,21,60,7,19,60,2,27,60,0,14,60
1,5,7,1,8,17,0,6,10,5,23,48,3,29,40,0,1,5,1,14,24,6,19,27,3,26,48,6,36,60,11,44,60,4,33,60
0,0,1,0,3,8,1,6,12,1,1,2,1,3,5,3,4,7,1,1,3,3,9,26,0,3,6,6,39,51,5,10,23,5,8,19
1,1,3,5,9,13,2,7,10,0,10,12,2,7,13,6,14,29,5,7,25,7,21,32,7,16,31,14,33,60,3,16,26,12,35,42
1,2,7,2,4,13,1,3,17,1,9,32,0,1,12,2,5,6,0,1,12,4,9,45,6,11,42,7,31,60,8,17,56,5,13,60
1,2,9,0,2,19,4,6,22,0,2,25,0,3,16,0,0,11,1,1,19,5,11,52,3,9,60,7,29,60,5,7,60,2,18,60
0,1,6,0,4,11,1,3,14,0,9,34,0,1,11,0,3,6,0,1,10,1,9,35,2,9,36,7,23,60,2,13,50,1,12,60
0,6,6,2,8,15,1,7,12,3,9,28,2,12,21,39,60,60,9,27,38,5,21,30,2,26,51,9,44,60,12,43,60,18,56,60
0,2,6,0,3,11,1,2,14,0,1,30,0,0,10,1,3,6,0,0,8,2,5,40,0,7,33,9,29,60,4,8,52,1,3,60
1,2,9,0,1,18,1,4,22,0,11,60,1,3,27,0,1,14,2,11,44,6,11,60,2,11,60,12,29,60,4,12,60,2,6,60
1,2,3,6,11,17,2,7,10,0,9,12,2,8,16,6,18,29,5,19,26,8,20,29,7,27,36,14,34,60,7,14,23,15,38,44
0,0,1,2,4,7,6,10,12,1,2,2,2,6,8,1,5,7,0,1,5,5,19,26,0,8,17,7,29,60,9,21,30,7,9,18
0,5,7,4,21,31,3,7,10,1,19,26,4,19,30,5,12,60,18,52,60,11,14,19,4,33,51,6,29,48,8,30,60,16,35,60
1,3,5,3,7,12,1,7,9,1,27,42,7,20,38,0,2,3,3,19,25,5,18,28,6,22,43,7,41,60,11,38,60,11,19,44
0,0,9,1,2,18,1,4,33,0,5,49,0,7,38,0,1,9,0,0,5,4,12,60,0,3,60,7,31,60,5,17,60,3,5,60
0,2,10,1,8,23,4,10,38,3,13,60,0,3,44,1,3,12,0,1,14,4,16,60,0,11,60,14,34,60,11,28,60,1,9,60
1,3,5,2,10,14,1,9,12,2,23,39,10,25,39,0,3,3,2,6,15,1,19,25,7,28,36,8,34,60,13,51,60,15,25,59
0,2,12,1,6,25,0,4,41,9,15,60,3,7,43,0,2,14,0,0,13,1,11,60,3,21,60,4,19,60,2,27,60,0,14,60
0,1,11,0,5,19,1,6,37,2,18,60,0,1,44,0,3,16,0,1,15,1,8,60,0,6,60,10,28,60,2,17,60,0,2,60
1,1,4,0,4,9,1,6,10,4,8,10,1,7,15,6,8,14,0,9,16,8,22,32,3,9,22,8,32,60,11,37,60,7,32,44
1,1,4,0,5,9,1,6,10,5,8,11,1,9,15,6,10,14,0,8,18,9,24,34,3,10,22,8,33,60,10,40,60,5,31,47
1,2,5,1,5,13,3,10,14,0,3,7,1,10,15,6,11,22,0,5,26,9,17,26,3,13,28,13,44,60,13,31,46,7,18,37
0,2,3,4,8,8,2,10,10,2,6,9,1,12,17,0,7,13,1,6,19,11,25,30,4,7,22,10,45,60,11,40,53,15,36,50
1,3,7,2,5,19,0,4,21,0,0,18,0,1,29,0,1,7,0,1,18,1,9,51,7,18,50,8,26,60,1,8,53,0,5,50
2,3,7,1,6,8,1,3,11,1,9,16,5,12,20,3,21,36,6,37,45,1,19,30,9,24,38,10,30,54,3,33,60,3,47,60
2,3,4,1,4,5,2,8,14,0,1,2,1,7,9,4,10,15,3,8,9,4,17,23,8,15,21,16,43,60,10,24,47,18,25,30
0,3,4,1,11,12,3,6,9,1,7,9,2,10,16,4,19,25,3,31,33,5,18,24,2,18,27,6,39,60,6,26,37,3,16,23
1,2,5,1,6,13,2,8,13,2,4,7,2,9,13,5,11,20,0,4,30,8,17,26,2,11,28,9,41,60,13,28,43,7,17,34
1,4,4,1,3,7,3,9,14,0,5,8,2,10,14,5,13,24,1,12,26,6,20,29,6,22,28,12,45,60,8,38,52,7,23,40
0,2,5,4,10,11,3,8,13,2,4,13,3,15,18,0,7,13,1,14,18,8,22,33,1,20,28,17,43,60,11,40,60,15,46,60
0,1,6,0,1,10,0,1,14,0,9,34,1,2,12,1,2,6,0,1,13,2,7,38,0,7,39,3,18,60,3,9,53,0,11,60
1,2,5,0,3,4,1,3,8,2,25,30,3,9,13,0,13,60,1,9,17,5,27,39,12,29,44,9,48,60,7,33,50,8,27,60
1,2,8,3,5,18,1,5,21,0,0,18,1,1,27,0,0,9,0,2,18,7,15,51,3,14,50,11,31,60,3,10,60,3,4,54
0,2,7,3,3,19,2,5,20,0,1,16,0,3,16,0,0,9,1,2,19,10,15,53,2,9,51,10,31,60,4,11,58,3,17,60
1,2,8,0,3,17,3,5,18,1,2,25,2,3,16,0,0,9,1,1,19,4,14,52,6,9,52,7,27,60,3,9,60,14,18,60
0,2,7,0,2,10,0,5,16,2,12,34,1,2,11,0,2,7,0,3,29,4,15,45,0,13,47,4,27,60,2,21,52,1,16,60
0,4,6,1,13,26,1,4,5,2,22,36,0,16,31,29,60,60,6,29,42,3,15,21,5,26,60,11,43,60,10,44,60,9,30,60
0,5,8,1,16,23,1,3,6,3,20,44,0,18,32,44,60,60,1,35,60,3,12,21,5,36,60,10,41,60,7,49,60,7,36,60
1,4,6,0,3,11,0,4,15,1,3,31,1,2,17,3,4,10,0,0,3,6,10,38,6,13,29,9,42,60,6,13,41,2,11,60
1,1,4,2,2,4,2,3,7,2,4,36,1,2,12,1,1,1,0,0,3,2,7,15,1,1,7,5,14,43,6,7,22,1,6,18
2,3,7,0,2,11,0,5,15,1,2,30,0,2,15,3,4,10,0,0,3,5,9,32,9,11,30,2,27,60,5,11,40,4,9,58
0,1,7,0,3,23,1,3,23,0,10,43,0,3,31,4,7,45,1,8,34,3,7,58,0,8,60,10,26,60,3,10,60,1,4,60
0,0,3,0,1,12,4,7,21,2,5,55,3,8,24,1,2,8,2,5,11,6,17,48,0,0,25,8,23,60,4,17,60,2,7,60
0,2,5,0,0,17,1,2,23,1,2,36,2,4,26,0,3,16,0,4,25,0,7,55,3,21,44,5,25,60,4,22,60,21,29,60
1,3,7,0,2,11,1,2,18,0,6,32,1,2,17,1,3,11,0,2,4,3,9,41,6,13,31,13,31,60,1,13,51,0,3,60
0,0,5,0,2,16,2,9,22,0,2,54,0,4,29,0,2,11,0,5,19,3,17,48,0,6,37,6,24,60,6,24,60,29,32,60
0,0,2,0,1,5,0,1,10,0,0,15,0,0,8,0,0,0,0,0,2,0,0,11,5,8,18,3,8,60,0,0,21,0,0,4
1,4,7,0,6,18,2,7,14,7,29,39,2,33,41,0,0,2,5,13,17,6,21,31,6,26,40,6,36,60,12,45,60,7,39,60
2,2,6,3,4,11,1,3,14,1,1,32,0,0,10,1,3,6,0,1,9,3,8,42,6,11,39,11,31,60,5,14,52,2,13,60
1,1,13,1,1,22,2,2,27,0,11,60,2,3,37,0,0,35,1,4,57,4,9,60,3,6,60,9,25,60,5,10,60,2,5,60
