index,address,subway_station,subway_station.1,subway_station.2,police,police.1,police.2,primary_school,primary_school.1,primary_school.2,university,university.1,university.2,library,library.1,library.2,night_club,night_club.1,night_club.2,shopping_mall,shopping_mall.1,shopping_mall.2,supermarket,supermarket.1,supermarket.2,bus_station,bus_station.1,bus_station.2,park,park.1,park.2,church,church.1,church.2,hospital,hospital.1,hospital.2,latitude,longitude,Transaction Date,Total Cost(NTD),Cost per Sqaure Meter,Building Completion Date,Transacted Floor,Total Floor,Total Area Transacted (Sqaure Meter),Bed Rooms,Living/Dining Rooms,Bathrooms,Main construction Method,Type of Building,transaction year,time delta,time delta year,500_label,1km_label,3km_label,500_price_label,1km_price_label,3km_price_label,house_no_price_label,house_price_label
2,臺北市文山區忠順街二段85巷15號4樓,0.0,0.0,8.0,2.0,2.0,15.0,1.0,7.0,26.0,2.0,16.0,45.0,2.0,8.0,30.0,1.0,1.0,5.0,0.0,0.0,4.0,9.0,11.0,37.0,2.0,3.0,49.0,7.0,30.0,60.0,9.0,20.0,60.0,4.0,5.0,31.0,24.9862857,121.5656149,2020-04-06,36000000,156583,2013-01-03,4,15.0,229.91,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2650 days,7.0,2,0,1,3,3,3,0,1
3,臺北市文山區福興路96號3樓之4,0.0,1.0,10.0,0.0,3.0,18.0,3.0,7.0,36.0,2.0,10.0,60.0,1.0,2.0,47.0,0.0,3.0,15.0,0.0,0.0,12.0,1.0,6.0,55.0,0.0,5.0,60.0,7.0,22.0,60.0,1.0,9.0,60.0,0.0,3.0,60.0,25.0058737,121.5499859,2020-03-17,5580000,149558,1996-05-03,3,6.0,37.31,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,8719 days,23.0,2,0,1,3,3,3,2,1
4,臺北市中正區和平西路一段59號9樓之20,1.0,2.0,4.0,1.0,10.0,13.0,3.0,7.0,12.0,0.0,16.0,27.0,6.0,20.0,34.0,1.0,4.0,5.0,0.0,5.0,12.0,6.0,11.0,28.0,5.0,19.0,30.0,10.0,42.0,60.0,22.0,50.0,60.0,18.0,27.0,35.0,25.026712,121.5194887,2020-04-13,11430000,299450,2008-05-13,9,14.0,38.17,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4353 days,11.0,0,1,2,0,0,0,2,2
5,臺北市文山區樟新街56巷22號4樓,0.0,0.0,10.0,1.0,1.0,20.0,0.0,2.0,34.0,0.0,1.0,49.0,1.0,2.0,43.0,0.0,0.0,13.0,0.0,4.0,12.0,2.0,8.0,60.0,0.0,3.0,60.0,5.0,15.0,60.0,0.0,4.0,60.0,0.0,3.0,60.0,24.9776553,121.5548004,2020-03-28,18280000,147825,1990-11-27,4,6.0,123.66,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,10714 days,29.0,2,0,1,3,3,3,2,1
6,臺北市文山區木柵路四段１５９巷１７０弄１１號五樓,0.0,2.0,6.0,0.0,0.0,7.0,1.0,1.0,11.0,0.0,0.0,27.0,0.0,1.0,20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,22.0,0.0,10.0,27.0,1.0,13.0,60.0,0.0,6.0,46.0,0.0,1.0,22.0,25.00341,121.577506,2020-04-17,8000000,64386,1982-10-16,5,5.0,124.25,3,1,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13698 days,37.0,2,0,2,1,1,1,2,1
7,臺北市文山區興隆路３段112巷4弄18號5樓,1.0,2.0,9.0,1.0,4.0,18.0,1.0,7.0,31.0,7.0,8.0,60.0,1.0,3.0,42.0,1.0,1.0,9.0,0.0,0.0,5.0,2.0,5.0,47.0,5.0,7.0,58.0,1.0,22.0,60.0,3.0,17.0,60.0,16.0,18.0,60.0,24.998995,121.5564725,2020-04-17,2200000,72944,1980-02-01,5,5.0,30.16,5,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,14686 days,40.0,0,0,1,1,1,1,2,1
8,臺北市大同區民生西路112號4樓之2,1.0,5.0,8.0,4.0,18.0,26.0,4.0,10.0,14.0,4.0,11.0,31.0,4.0,20.0,26.0,4.0,60.0,60.0,4.0,43.0,58.0,2.0,21.0,34.0,2.0,24.0,48.0,10.0,36.0,60.0,4.0,48.0,60.0,17.0,49.0,60.0,25.0573789,121.51959,2020-04-11,30880000,210828,2013-08-26,4,13.0,146.47,2,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2420 days,6.0,0,3,3,3,3,3,0,0
9,臺北市大同區酒泉街189號2樓,0.0,1.0,3.0,3.0,5.0,10.0,1.0,6.0,9.0,0.0,5.0,16.0,2.0,5.0,9.0,1.0,4.0,7.0,3.0,4.0,9.0,2.0,5.0,11.0,2.0,11.0,22.0,10.0,23.0,43.0,6.0,15.0,30.0,3.0,8.0,13.0,25.072221,121.5121867,2020-01-30,13000000,143345,1971-06-03,2,4.0,90.69,2,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,17773 days,48.0,2,0,2,1,1,1,2,1
10,臺北市萬華區寶興街80巷24號二樓,0.0,0.0,1.0,1.0,4.0,8.0,1.0,10.0,11.0,0.0,2.0,2.0,1.0,3.0,6.0,4.0,4.0,6.0,1.0,1.0,3.0,5.0,15.0,24.0,0.0,4.0,14.0,10.0,29.0,57.0,7.0,19.0,21.0,7.0,9.0,12.0,25.0256298,121.4937734,2020-04-22,7700000,115546,1973-05-28,2,4.0,66.64,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,17131 days,46.0,2,0,2,1,1,1,2,1
11,臺北市萬華區莒光路２８３巷１５之１號三樓,0.0,1.0,2.0,3.0,11.0,12.0,3.0,13.0,15.0,1.0,3.0,9.0,1.0,10.0,16.0,1.0,10.0,12.0,2.0,6.0,6.0,7.0,25.0,35.0,7.0,17.0,22.0,6.0,50.0,60.0,6.0,26.0,41.0,2.0,26.0,44.0,25.0305685,121.4997228,2020-04-22,4000000,105152,1975-04-28,3,4.0,38.04,3,1,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,16431 days,44.0,2,2,2,1,1,1,2,1
12,臺北市中正區林森南路69號九樓,0.0,5.0,7.0,1.0,12.0,28.0,1.0,4.0,8.0,11.0,29.0,49.0,8.0,34.0,45.0,0.0,3.0,30.0,1.0,14.0,39.0,4.0,14.0,21.0,4.0,33.0,59.0,5.0,37.0,58.0,7.0,44.0,60.0,15.0,49.0,60.0,25.039528,121.5220233,2020-04-15,32880000,232106,2017-03-02,9,13.0,153.32,2,1,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,1140 days,3.0,0,1,3,0,0,0,0,0
13,臺北市萬華區雙園街４０巷２３號四樓,0.0,1.0,1.0,1.0,7.0,10.0,3.0,8.0,13.0,1.0,2.0,2.0,2.0,5.0,6.0,4.0,7.0,10.0,1.0,3.0,6.0,5.0,17.0,26.0,0.0,10.0,17.0,9.0,40.0,55.0,6.0,18.0,23.0,6.0,18.0,23.0,25.029193,121.4938447,2020-04-21,9700000,99020,1975-12-08,4,4.0,97.96,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,16206 days,44.0,2,2,2,1,1,1,2,1
14,臺北市萬華區東園街３０號六樓之１,0.0,1.0,1.0,1.0,6.0,8.0,4.0,11.0,12.0,1.0,2.0,2.0,1.0,5.0,7.0,4.0,6.0,9.0,1.0,3.0,6.0,6.0,19.0,29.0,0.0,10.0,16.0,7.0,35.0,60.0,9.0,20.0,27.0,7.0,10.0,19.0,25.027052,121.495833,2019-11-30,14680000,163951,2020-02-20,6,9.0,96.14,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2019,-82 days,-1.0,2,0,2,3,3,3,2,1
15,臺北市萬華區東園街３０號六樓之３,0.0,1.0,1.0,1.0,6.0,8.0,4.0,11.0,12.0,1.0,2.0,2.0,1.0,5.0,7.0,4.0,6.0,9.0,1.0,3.0,6.0,6.0,19.0,29.0,0.0,10.0,16.0,7.0,35.0,60.0,9.0,20.0,27.0,7.0,10.0,19.0,25.027052,121.495833,2019-12-12,14960000,169327,2020-02-20,6,9.0,94.06,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2019,-70 days,-1.0,2,0,2,3,3,3,2,1
16,臺北市萬華區東園街３０號九樓,0.0,1.0,1.0,1.0,6.0,8.0,4.0,11.0,12.0,1.0,2.0,2.0,1.0,5.0,7.0,4.0,6.0,9.0,1.0,3.0,6.0,6.0,19.0,29.0,0.0,10.0,16.0,7.0,35.0,60.0,9.0,20.0,27.0,7.0,10.0,19.0,25.027052,121.495833,2019-11-26,15220000,172757,2020-02-20,9,9.0,94.01,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2019,-86 days,-1.0,2,0,2,3,3,3,2,1
17,臺北市中山區林森北路５３６號二樓之６,1.0,4.0,6.0,1.0,2.0,15.0,3.0,7.0,12.0,9.0,21.0,24.0,3.0,11.0,18.0,26.0,51.0,60.0,5.0,11.0,21.0,8.0,18.0,34.0,3.0,18.0,39.0,12.0,44.0,60.0,17.0,40.0,58.0,19.0,48.0,60.0,25.0637616,121.5254536,2021-12-21,10500000,233281,2005-08-26,2,14.0,45.01,2,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2021,5961 days,16.0,3,3,3,0,0,0,2,0
18,臺北市內湖區康樂街186巷19號7樓,0.0,0.0,6.0,0.0,1.0,13.0,0.0,1.0,17.0,0.0,0.0,13.0,0.0,1.0,12.0,0.0,0.0,7.0,1.0,3.0,11.0,1.0,5.0,47.0,0.0,4.0,47.0,4.0,17.0,60.0,0.0,2.0,50.0,0.0,1.0,52.0,25.0769524,121.6203954,2020-04-13,12000000,81125,1996-05-17,7,7.0,147.92,2,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,8732 days,23.0,2,0,1,1,1,1,0,1
19,臺北市內湖區內湖路一段411巷62弄6號9樓之2,1.0,2.0,7.0,1.0,3.0,12.0,3.0,4.0,20.0,1.0,10.0,48.0,1.0,3.0,18.0,0.0,0.0,8.0,1.0,3.0,33.0,5.0,14.0,55.0,0.0,10.0,53.0,8.0,34.0,60.0,6.0,14.0,60.0,4.0,9.0,58.0,25.0835964,121.5712804,2020-03-26,31880000,195367,2008-03-31,9,14.0,163.18,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4378 days,11.0,2,0,1,3,3,3,0,0
20,臺北市內湖區大湖街131巷41弄10號,1.0,2.0,6.0,1.0,3.0,11.0,1.0,3.0,14.0,0.0,1.0,29.0,0.0,0.0,10.0,1.0,3.0,6.0,0.0,0.0,9.0,2.0,3.0,40.0,2.0,7.0,35.0,11.0,31.0,60.0,4.0,8.0,52.0,1.0,4.0,60.0,25.086449,121.600925,2020-04-15,27080000,114055,1988-12-23,4,4.0,237.43,4,2,2,Reinforced Concrete,Townhouse,2020,11436 days,31.0,2,0,1,1,1,1,0,1
21,臺北市中山區新生北路二段96號八樓之19,1.0,6.0,6.0,2.0,5.0,13.0,1.0,6.0,13.0,3.0,13.0,27.0,3.0,13.0,21.0,42.0,60.0,60.0,7.0,23.0,34.0,5.0,22.0,29.0,1.0,21.0,44.0,9.0,43.0,60.0,7.0,42.0,60.0,20.0,57.0,60.0,25.0591769,121.5272227,2020-04-01,4500000,139061,1982-12-24,1,12.0,32.36,1,1,1,Reinforced Concrete,Studio,2020,13613 days,37.0,3,3,3,1,1,1,2,1
22,臺北市內湖區民權東路六段１８０巷４２弄５３號五樓之１,0.0,0.0,13.0,1.0,1.0,25.0,1.0,1.0,31.0,2.0,13.0,35.0,1.0,4.0,21.0,0.0,0.0,17.0,1.0,2.0,38.0,1.0,3.0,60.0,0.0,2.0,60.0,7.0,21.0,60.0,3.0,5.0,60.0,1.0,23.0,60.0,25.067113,121.5912173,2020-04-06,10500000,167651,2002-11-28,3,8.0,62.63,2,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,6339 days,17.0,2,0,1,3,3,3,2,1
24,臺北市中山區林森北路５８５號五樓之３,1.0,3.0,6.0,0.0,3.0,11.0,3.0,5.0,9.0,11.0,19.0,24.0,3.0,9.0,16.0,8.0,39.0,54.0,1.0,9.0,16.0,7.0,18.0,32.0,3.0,17.0,34.0,10.0,47.0,60.0,16.0,36.0,53.0,19.0,42.0,57.0,25.0659915,121.525869,2020-04-17,31000000,192582,2011-07-26,2,13.0,160.97,2,2,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,3188 days,8.0,1,3,3,3,3,3,0,0
25,臺北市信義區松仁路308巷111號2樓,0.0,0.0,11.0,0.0,0.0,17.0,0.0,2.0,20.0,0.0,2.0,42.0,0.0,2.0,26.0,0.0,1.0,37.0,0.0,0.0,38.0,1.0,4.0,55.0,0.0,0.0,60.0,5.0,16.0,60.0,0.0,5.0,60.0,0.0,1.0,60.0,25.0200066,121.570943,2020-03-31,13600000,134494,1984-12-10,2,5.0,101.12,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,12895 days,35.0,2,0,3,1,1,1,2,1
26,臺北市南港區成福路194巷1弄2號三樓,0.0,1.0,7.0,0.0,1.0,21.0,2.0,8.0,21.0,1.0,1.0,30.0,3.0,6.0,26.0,2.0,5.0,36.0,0.0,2.0,55.0,1.0,11.0,46.0,0.0,4.0,48.0,13.0,38.0,60.0,6.0,18.0,60.0,0.0,17.0,47.0,25.0408709,121.5877258,2020-04-08,12500000,126326,1983-06-23,2,5.0,98.95,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13439 days,36.0,2,0,3,1,1,1,2,1
27,臺北市南港區園區街４８號十一樓之３,1.0,4.0,7.0,2.0,6.0,18.0,2.0,4.0,24.0,0.0,0.0,31.0,0.0,3.0,29.0,0.0,2.0,6.0,0.0,5.0,19.0,1.0,4.0,51.0,9.0,22.0,50.0,9.0,35.0,60.0,3.0,11.0,51.0,2.0,5.0,60.0,25.0592427,121.612155,2020-04-08,42800000,197910,2011-04-14,2,12.0,216.26,4,3,3,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,3282 days,8.0,2,0,1,3,3,3,0,0
28,臺北市信義區林口街１７６號七樓之１,1.0,2.0,3.0,0.0,3.0,8.0,2.0,10.0,14.0,0.0,3.0,5.0,3.0,11.0,13.0,7.0,11.0,13.0,0.0,3.0,6.0,7.0,16.0,22.0,2.0,10.0,18.0,11.0,43.0,60.0,14.0,33.0,42.0,8.0,28.0,33.0,25.040623,121.58086,2020-03-19,28500000,148817,1990-10-22,2,12.0,191.51,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,10741 days,29.0,0,2,2,3,3,3,0,1
29,臺北市松山區復興南路一段６３號十二樓之１,1.0,3.0,5.0,1.0,4.0,7.0,2.0,7.0,11.0,5.0,19.0,28.0,5.0,12.0,19.0,11.0,35.0,45.0,14.0,33.0,50.0,8.0,20.0,31.0,6.0,33.0,51.0,11.0,33.0,60.0,12.0,49.0,60.0,19.0,60.0,60.0,25.0450789,121.544121,2020-03-02,8000000,204604,1989-07-24,3,12.0,39.1,1,1,1,Reinforced Concrete,Studio,2020,11179 days,30.0,1,3,3,3,3,3,2,0
30,臺北市北投區吉利街２８０巷２７弄６號四樓,0.0,2.0,7.0,0.0,7.0,12.0,2.0,5.0,21.0,7.0,21.0,34.0,4.0,8.0,20.0,0.0,3.0,12.0,1.0,2.0,12.0,8.0,13.0,58.0,3.0,12.0,43.0,8.0,27.0,60.0,6.0,14.0,60.0,2.0,12.0,60.0,25.1176846,121.5102648,2020-04-14,14300000,159013,1970-03-24,3,4.0,89.93,3,2,2,Reinforced Brick,Apartment (Below 5F without Elevator),2020,18284 days,50.0,2,0,1,3,3,3,2,1
31,臺北市北投區中山北路七段219巷3弄73號5樓,0.0,0.0,3.0,1.0,1.0,8.0,0.0,1.0,18.0,0.0,2.0,45.0,0.0,3.0,21.0,0.0,1.0,6.0,0.0,0.0,9.0,3.0,7.0,46.0,0.0,0.0,17.0,6.0,19.0,60.0,2.0,8.0,57.0,1.0,2.0,60.0,25.127716,121.530806,2020-04-02,10300000,107594,1984-09-20,3,7.0,95.73,2,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,12978 days,35.0,2,0,1,1,1,1,2,1
32,臺北市士林區德行東路３３１巷３６弄１號四樓,0.0,0.0,4.0,0.0,0.0,16.0,1.0,5.0,23.0,1.0,5.0,60.0,1.0,6.0,30.0,1.0,1.0,9.0,1.0,5.0,15.0,1.0,13.0,49.0,0.0,0.0,44.0,0.0,10.0,60.0,3.0,13.0,60.0,1.0,31.0,60.0,25.1117807,121.5385617,2020-02-07,18150000,122528,1984-12-18,2,5.0,148.13,4,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,12834 days,35.0,2,2,1,1,1,1,0,1
33,臺北市士林區小北街２８號五樓之１,1.0,2.0,6.0,3.0,5.0,17.0,1.0,3.0,19.0,9.0,10.0,43.0,0.0,6.0,22.0,2.0,5.0,14.0,7.0,8.0,24.0,1.0,7.0,46.0,9.0,14.0,46.0,5.0,28.0,60.0,4.0,23.0,60.0,1.0,30.0,60.0,25.0907025,121.5253154,2020-01-12,22000000,282550,2019-02-12,2,9.0,78.91,1,1,1,Reinforced Concrete,Studio,2020,334 days,0.0,2,2,1,0,0,0,2,2
34,臺北市士林區福林路１００巷１７號四樓,0.0,1.0,5.0,0.0,4.0,14.0,1.0,3.0,21.0,0.0,0.0,41.0,1.0,2.0,25.0,0.0,0.0,13.0,0.0,3.0,23.0,3.0,5.0,54.0,3.0,10.0,36.0,15.0,33.0,60.0,8.0,23.0,60.0,3.0,7.0,60.0,25.0954372,121.5312672,2020-04-14,181800000,337140,2013-05-15,2,5.0,624.3,0,0,0,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,2526 days,6.0,2,0,1,2,2,2,1,2
35,臺北市大安區青田街１２巷２１號五樓,0.0,4.0,5.0,1.0,1.0,5.0,2.0,12.0,18.0,15.0,28.0,50.0,6.0,19.0,30.0,0.0,3.0,4.0,4.0,12.0,17.0,4.0,19.0,27.0,5.0,27.0,34.0,16.0,52.0,60.0,10.0,59.0,60.0,4.0,27.0,50.0,25.027194,121.530682,2020-03-26,13600000,160548,1979-04-07,2,7.0,84.71,4,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,14964 days,40.0,0,1,1,3,3,3,2,1
36,臺北市大安區建國南路二段39巷5號7樓,1.0,3.0,21.0,1.0,6.0,40.0,1.0,11.0,45.0,3.0,9.0,60.0,4.0,14.0,60.0,1.0,3.0,60.0,1.0,11.0,60.0,4.0,15.0,60.0,6.0,29.0,60.0,14.0,40.0,60.0,2.0,45.0,60.0,4.0,37.0,60.0,25.0321793,121.5385571,2020-04-02,40010000,250454,1983-09-29,2,7.0,159.75,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13335 days,36.0,2,1,0,0,0,0,0,0
37,臺北市文山區三福街77號二樓之2,0.0,2.0,10.0,1.0,8.0,23.0,3.0,10.0,39.0,3.0,8.0,60.0,0.0,5.0,43.0,1.0,3.0,13.0,1.0,1.0,15.0,5.0,16.0,60.0,0.0,12.0,58.0,13.0,35.0,60.0,14.0,33.0,60.0,3.0,14.0,60.0,24.9979446,121.5433219,2020-02-26,10000000,122895,2014-01-27,1,15.0,81.37,3,1,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2221 days,6.0,0,2,1,1,1,1,2,1
38,臺北市中正區林森南路９９巷１１號２樓,0.0,4.0,8.0,1.0,11.0,25.0,1.0,3.0,10.0,10.0,24.0,45.0,5.0,34.0,48.0,0.0,2.0,9.0,1.0,9.0,35.0,3.0,16.0,26.0,3.0,27.0,59.0,8.0,30.0,60.0,8.0,40.0,60.0,9.0,45.0,60.0,25.037901,121.5220487,2020-03-30,7650000,240038,1986-11-06,3,4.0,31.87,1,1,1,Reinforced Concrete,Studio,2020,12198 days,33.0,0,1,1,0,0,0,2,0
39,臺北市萬華區青年路１５２巷２０號３樓之２,0.0,0.0,0.0,2.0,3.0,8.0,4.0,6.0,12.0,0.0,1.0,2.0,2.0,6.0,9.0,0.0,1.0,6.0,0.0,0.0,1.0,4.0,12.0,24.0,2.0,3.0,5.0,11.0,33.0,41.0,5.0,18.0,33.0,1.0,7.0,13.0,25.0207244,121.5016502,2020-04-12,28500000,133521,2008-01-03,3,14.0,213.45,4,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4483 days,12.0,2,0,2,1,1,1,0,1
40,臺北市萬華區昆明街３１６號６樓,1.0,3.0,3.0,3.0,9.0,24.0,1.0,8.0,13.0,1.0,11.0,17.0,4.0,17.0,23.0,2.0,18.0,30.0,5.0,16.0,28.0,7.0,26.0,32.0,13.0,30.0,40.0,8.0,56.0,60.0,7.0,19.0,37.0,10.0,38.0,46.0,25.0358127,121.5032783,2020-04-13,21280000,141876,1989-01-25,2,7.0,149.99,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,11401 days,31.0,0,1,3,1,1,1,0,1
41,臺北市萬華區昆明街１７９號８樓,0.0,3.0,5.0,3.0,15.0,22.0,2.0,5.0,11.0,8.0,14.0,27.0,5.0,15.0,26.0,11.0,27.0,31.0,11.0,28.0,29.0,10.0,20.0,24.0,11.0,32.0,49.0,7.0,39.0,60.0,8.0,18.0,33.0,24.0,41.0,50.0,25.0395296,121.5042571,2020-03-08,16250000,155905,1989-04-29,2,9.0,104.23,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,11271 days,30.0,1,3,3,3,3,3,2,1
42,臺北市內湖區康樂街１８６巷１弄７號３樓,0.0,0.0,6.0,0.0,1.0,13.0,0.0,1.0,17.0,0.0,0.0,14.0,0.0,1.0,12.0,0.0,0.0,7.0,0.0,3.0,13.0,1.0,7.0,46.0,0.0,4.0,47.0,4.0,16.0,60.0,0.0,4.0,49.0,0.0,1.0,52.0,25.0763281,121.6206499,2020-04-18,13680000,114698,1987-11-28,4,5.0,119.27,4,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,11830 days,32.0,2,0,1,1,1,1,2,1
43,臺北市內湖區文湖街８１巷１２號９樓,0.0,2.0,6.0,0.0,2.0,8.0,2.0,4.0,16.0,2.0,2.0,43.0,3.0,3.0,16.0,0.0,1.0,7.0,0.0,8.0,23.0,3.0,10.0,42.0,2.0,10.0,50.0,15.0,30.0,60.0,3.0,7.0,59.0,0.0,3.0,31.0,25.0868675,121.5641748,2020-03-21,26880000,193459,1995-03-07,2,9.0,151.3,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,9146 days,25.0,2,0,1,3,3,3,0,0
44,臺北市內湖區內湖路二段103巷48之5號6樓,0.0,2.0,7.0,0.0,2.0,10.0,1.0,4.0,18.0,1.0,14.0,34.0,1.0,2.0,10.0,0.0,2.0,7.0,0.0,3.0,30.0,4.0,15.0,48.0,0.0,13.0,42.0,8.0,28.0,60.0,6.0,19.0,55.0,2.0,17.0,60.0,25.0820344,121.5810258,2020-03-12,27570000,196578,1984-06-28,4,7.0,140.25,2,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13041 days,35.0,2,0,1,3,3,3,0,0
45,臺北市內湖區新明路４６０巷１８弄１０號１２樓,1.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,10.0,0.0,0.0,2.0,1.0,2.0,6.0,2.0,5.0,11.0,1.0,15.0,21.0,3.0,11.0,30.0,5.0,11.0,17.0,10.0,39.0,59.0,4.0,13.0,31.0,3.0,7.0,27.0,25.0539625,121.5784916,2020-03-29,23300000,146593,2001-01-19,2,14.0,179.39,4,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,7009 days,19.0,2,0,2,1,1,1,0,1
46,臺北市信義區忠孝東路五段71巷3弄21號四樓,1.0,3.0,7.0,0.0,8.0,12.0,0.0,6.0,9.0,3.0,5.0,13.0,3.0,12.0,17.0,4.0,20.0,31.0,13.0,35.0,40.0,3.0,16.0,30.0,8.0,21.0,31.0,8.0,37.0,60.0,8.0,25.0,52.0,7.0,14.0,35.0,25.0416314,121.568283,2020-02-25,12000000,138857,1974-10-14,3,4.0,86.42,2,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,16570 days,45.0,0,2,3,1,1,1,2,1
48,臺北市南港區東新街１７０巷２３之１號４樓,0.0,1.0,5.0,0.0,1.0,15.0,1.0,5.0,23.0,0.0,1.0,31.0,0.0,4.0,30.0,0.0,3.0,21.0,0.0,1.0,26.0,0.0,5.0,39.0,0.0,5.0,40.0,14.0,25.0,60.0,0.0,13.0,60.0,0.0,14.0,45.0,25.044011,121.593124,2020-04-09,17100000,141533,1987-02-16,2,5.0,120.82,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,12106 days,33.0,2,0,1,1,1,1,2,1
49,臺北市松山區撫遠街３９９巷５號４樓,0.0,0.0,0.0,0.0,1.0,6.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0,7.0,16.0,1.0,1.0,5.0,7.0,25.0,43.0,1.0,10.0,14.0,0.0,5.0,7.0,25.0656182,121.5660753,2020-02-25,15000000,167112,1975-04-10,1,4.0,89.76,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,16392 days,44.0,2,0,2,3,3,3,2,1
50,臺北市南港區南深路３３號５樓之３,0.0,0.0,2.0,1.0,1.0,4.0,1.0,3.0,7.0,1.0,3.0,22.0,0.0,11.0,17.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,4.0,11.0,3.0,4.0,18.0,4.0,15.0,52.0,1.0,1.0,15.0,0.0,0.0,3.0,25.03637,121.620535,2020-02-21,9100000,79734,1999-03-16,2,10.0,114.12,2,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,7647 days,20.0,2,0,2,1,1,1,2,1
51,臺北市北投區中央北路四段442巷4弄4號四樓,1.0,2.0,4.0,0.0,2.0,4.0,1.0,3.0,7.0,8.0,24.0,38.0,0.0,2.0,12.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,6.0,18.0,2.0,3.0,9.0,3.0,8.0,45.0,2.0,10.0,22.0,4.0,4.0,19.0,25.1293424,121.4702522,2020-04-13,4500000,41213,1983-02-28,2,5.0,109.19,3,1,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13559 days,37.0,2,0,2,1,1,1,2,1
52,臺北市士林區天玉街９１號５樓,0.0,0.0,4.0,1.0,1.0,12.0,1.0,5.0,19.0,1.0,3.0,46.0,2.0,6.0,23.0,1.0,1.0,8.0,0.0,2.0,11.0,3.0,12.0,50.0,0.0,0.0,26.0,9.0,21.0,60.0,8.0,10.0,60.0,1.0,10.0,60.0,25.1233614,121.5313164,2020-04-02,10760000,150049,1979-01-25,1,5.0,71.71,3,1,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,15043 days,41.0,2,0,1,3,3,3,2,1
53,臺北市士林區天母北路４巷２號３樓,0.0,0.0,5.0,0.0,4.0,10.0,2.0,6.0,21.0,3.0,7.0,56.0,2.0,10.0,27.0,0.0,4.0,9.0,0.0,4.0,13.0,5.0,21.0,52.0,1.0,3.0,29.0,7.0,29.0,60.0,4.0,16.0,60.0,24.0,60.0,60.0,25.1191101,121.5259726,2020-04-10,20000000,188893,1982-12-15,2,7.0,105.88,3,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13631 days,37.0,1,2,1,3,3,3,2,0
