,latitude,longitude,police_500,police_1000,police_3000,hospital_500,hospital_1000,hospital_3000,shopping_mall_500,shopping_mall_1000,shopping_mall_3000,library_500,library_1000,library_3000,bus_station_500,bus_station_1000,bus_station_3000,university_500,university_1000,university_3000,primary_school_500,primary_school_1000,primary_school_3000,church_500,church_1000,church_3000,night_club_500,night_club_1000,night_club_3000,supermarket_500,supermarket_1000,supermarket_3000,subway_station_500,subway_station_1000,subway_station_3000,park_500,park_1000,park_3000
臺北市文山區忠順街二段85巷15號4樓,24.9862857,121.5656149,2,2,15,4,5,31.0,0,0,4.0,2,8,30,2,3.0,49.0,2,16,45.0,1,7,26,9,20.0,60.0,1,1,5,9,11,37.0,0,0,8,7,30,60
臺北市文山區福興路96號3樓之4,25.0058737,121.5499859,0,3,18,0,3,60.0,0,0,12.0,1,2,47,0,5.0,60.0,2,10,60.0,3,7,36,1,9.0,60.0,0,3,15,1,6,55.0,0,1,10,7,22,60
臺北市中正區和平西路一段59號9樓之20,25.026712,121.5194887,1,10,13,18,27,35.0,0,5,12.0,6,20,34,5,19.0,30.0,0,16,27.0,3,7,12,22,50.0,60.0,1,4,5,6,11,28.0,1,2,4,10,42,60
臺北市文山區樟新街56巷22號4樓,24.9776553,121.5548004,1,1,20,0,3,60.0,0,4,12.0,1,2,43,0,3.0,60.0,0,1,49.0,0,2,34,0,4.0,60.0,0,0,13,2,8,60.0,0,0,10,5,15,60
臺北市文山區木柵路四段１５９巷１７０弄１１號五樓,25.00341,121.577506,0,0,7,0,1,22.0,0,0,2.0,0,1,20,0,10.0,27.0,0,0,27.0,1,1,11,0,6.0,46.0,0,0,2,0,1,22.0,0,2,6,1,13,60
臺北市文山區興隆路３段112巷4弄18號5樓,24.998995,121.5564725,1,4,18,16,18,60.0,0,0,5.0,1,3,42,5,7.0,58.0,7,8,60.0,1,7,31,3,17.0,60.0,1,1,9,2,5,47.0,1,2,9,1,22,60
臺北市大同區民生西路112號4樓之2,25.0573789,121.51959,4,18,26,17,49,60.0,4,43,58.0,4,20,26,2,24.0,48.0,4,11,31.0,4,10,14,4,48.0,60.0,4,60,60,2,21,34.0,1,5,8,10,36,60
臺北市大同區酒泉街189號2樓,25.072221,121.5121867,3,5,10,3,8,13.0,3,4,9.0,2,5,9,2,11.0,22.0,0,5,16.0,1,6,9,6,15.0,30.0,1,4,7,2,5,11.0,0,1,3,10,23,43
臺北市萬華區寶興街80巷24號二樓,25.0256298,121.4937734,1,4,8,7,9,12.0,1,1,3.0,1,3,6,0,4.0,14.0,0,2,2.0,1,10,11,7,19.0,21.0,4,4,6,5,15,24.0,0,0,1,10,29,57
臺北市萬華區莒光路２８３巷１５之１號三樓,25.0305685,121.4997228,3,11,12,2,26,44.0,2,6,6.0,1,10,16,7,17.0,22.0,1,3,9.0,3,13,15,6,26.0,41.0,1,10,12,7,25,35.0,0,1,2,6,50,60
臺北市中正區林森南路69號九樓,25.039528,121.5220233,1,12,28,15,49,60.0,1,14,39.0,8,34,45,4,33.0,59.0,11,29,49.0,1,4,8,7,44.0,60.0,0,3,30,4,14,21.0,0,5,7,5,37,58
臺北市萬華區雙園街４０巷２３號四樓,25.029193,121.4938447,1,7,10,6,18,23.0,1,3,6.0,2,5,6,0,10.0,17.0,1,2,2.0,3,8,13,6,18.0,23.0,4,7,10,5,17,26.0,0,1,1,9,40,55
臺北市萬華區東園街３０號六樓之１,25.027052,121.495833,1,6,8,7,10,19.0,1,3,6.0,1,5,7,0,10.0,16.0,1,2,2.0,4,11,12,9,20.0,27.0,4,6,9,6,19,29.0,0,1,1,7,35,60
臺北市萬華區東園街３０號六樓之３,25.027052,121.495833,1,6,8,7,10,19.0,1,3,6.0,1,5,7,0,10.0,16.0,1,2,2.0,4,11,12,9,20.0,27.0,4,6,9,6,19,29.0,0,1,1,7,35,60
臺北市萬華區東園街３０號九樓,25.027052,121.495833,1,6,8,7,10,19.0,1,3,6.0,1,5,7,0,10.0,16.0,1,2,2.0,4,11,12,9,20.0,27.0,4,6,9,6,19,29.0,0,1,1,7,35,60
臺北市中山區林森北路５３６號二樓之６,25.0637616,121.5254536,1,2,15,19,48,60.0,5,11,21.0,3,11,18,3,18.0,39.0,9,21,24.0,3,7,12,17,40.0,58.0,26,51,60,8,18,34.0,1,4,6,12,44,60
臺北市內湖區康樂街186巷19號7樓,25.0769524,121.6203954,0,1,13,0,1,52.0,1,3,11.0,0,1,12,0,4.0,47.0,0,0,13.0,0,1,17,0,2.0,50.0,0,0,7,1,5,47.0,0,0,6,4,17,60
臺北市內湖區內湖路一段411巷62弄6號9樓之2,25.0835964,121.5712804,1,3,12,4,9,58.0,1,3,33.0,1,3,18,0,10.0,53.0,1,10,48.0,3,4,20,6,14.0,60.0,0,0,8,5,14,55.0,1,2,7,8,34,60
臺北市內湖區大湖街131巷41弄10號,25.086449,121.600925,1,3,11,1,4,60.0,0,0,9.0,0,0,10,2,7.0,35.0,0,1,29.0,1,3,14,4,8.0,52.0,1,3,6,2,3,40.0,1,2,6,11,31,60
臺北市中山區新生北路二段96號八樓之19,25.0591769,121.5272227,2,5,13,20,57,60.0,7,23,34.0,3,13,21,1,21.0,44.0,3,13,27.0,1,6,13,7,42.0,60.0,42,60,60,5,22,29.0,1,6,6,9,43,60
臺北市內湖區民權東路六段１８０巷４２弄５３號五樓之１,25.067113,121.5912173,1,1,25,1,23,60.0,1,2,38.0,1,4,21,0,2.0,60.0,2,13,35.0,1,1,31,3,5.0,60.0,0,0,17,1,3,60.0,0,0,13,7,21,60
臺北市內湖區新明路２９１號,25.0573444,121.5859036,1,5,15,0,8,60.0,0,6,35.0,0,1,25,0,2.0,50.0,0,2,25.0,2,3,27,2,7.0,60.0,0,3,23,0,6,60.0,0,0,7,7,25,60
臺北市中山區林森北路５８５號五樓之３,25.0659915,121.525869,0,3,11,19,42,57.0,1,9,16.0,3,9,16,3,17.0,34.0,11,19,24.0,3,5,9,16,36.0,53.0,8,39,54,7,18,32.0,1,3,6,10,47,60
臺北市信義區松仁路308巷111號2樓,25.0200066,121.570943,0,0,17,0,1,60.0,0,0,38.0,0,2,26,0,0.0,60.0,0,2,42.0,0,2,20,0,5.0,60.0,0,1,37,1,4,55.0,0,0,11,5,16,60
臺北市南港區成福路194巷1弄2號三樓,25.0408709,121.5877258,0,1,21,0,17,47.0,0,2,55.0,3,6,26,0,4.0,48.0,1,1,30.0,2,8,21,6,18.0,60.0,2,5,36,1,11,46.0,0,1,7,13,38,60
臺北市南港區園區街４８號十一樓之３,25.0592427,121.612155,2,6,18,2,5,60.0,0,5,19.0,0,3,29,9,22.0,50.0,0,0,31.0,2,4,24,3,11.0,51.0,0,2,6,1,4,51.0,1,4,7,9,35,60
臺北市信義區林口街１７６號七樓之１,25.040623,121.58086,0,3,8,8,28,33.0,0,3,6.0,3,11,13,2,10.0,18.0,0,3,5.0,2,10,14,14,33.0,42.0,7,11,13,7,16,22.0,1,2,3,11,43,60
臺北市松山區復興南路一段６３號十二樓之１,25.0450789,121.544121,1,4,7,19,60,60.0,14,33,50.0,5,12,19,6,33.0,51.0,5,19,28.0,2,7,11,12,49.0,60.0,11,35,45,8,20,31.0,1,3,5,11,33,60
臺北市北投區吉利街２８０巷２７弄６號四樓,25.1176846,121.5102648,0,7,12,2,12,60.0,1,2,12.0,4,8,20,3,12.0,43.0,7,21,34.0,2,5,21,6,14.0,60.0,0,3,12,8,13,58.0,0,2,7,8,27,60
臺北市北投區中山北路七段219巷3弄73號5樓,25.127716,121.530806,1,1,8,1,2,60.0,0,0,9.0,0,3,21,0,0.0,17.0,0,2,45.0,0,1,18,2,8.0,57.0,0,1,6,3,7,46.0,0,0,3,6,19,60
臺北市士林區德行東路３３１巷３６弄１號四樓,25.1117807,121.5385617,0,0,16,1,31,60.0,1,5,15.0,1,6,30,0,0.0,44.0,1,5,60.0,1,5,23,3,13.0,60.0,1,1,9,1,13,49.0,0,0,4,0,10,60
臺北市士林區小北街２８號五樓之１,25.0907025,121.5253154,3,5,17,1,30,60.0,7,8,24.0,0,6,22,9,14.0,46.0,9,10,43.0,1,3,19,4,23.0,60.0,2,5,14,1,7,46.0,1,2,6,5,28,60
臺北市士林區福林路１００巷１７號四樓,25.0954372,121.5312672,0,4,14,3,7,60.0,0,3,23.0,1,2,25,3,10.0,36.0,0,0,41.0,1,3,21,8,23.0,60.0,0,0,13,3,5,54.0,0,1,5,15,33,60
臺北市大安區青田街１２巷２１號五樓,25.027194,121.530682,1,1,5,4,27,50.0,4,12,17.0,6,19,30,5,27.0,34.0,15,28,50.0,2,12,18,10,59.0,60.0,0,3,4,4,19,27.0,0,4,5,16,52,60
臺北市大安區建國南路二段39巷5號7樓,25.0321793,121.5385571,1,6,40,4,37,60.0,1,11,60.0,4,14,60,6,29.0,60.0,3,9,60.0,1,11,45,2,45.0,60.0,1,3,60,4,15,60.0,1,3,21,14,40,60
臺北市文山區三福街77號二樓之2,24.9979446,121.5433219,1,8,23,3,14,60.0,1,1,15.0,0,5,43,0,12.0,58.0,3,8,60.0,3,10,39,14,33.0,60.0,1,3,13,5,16,60.0,0,2,10,13,35,60
臺北市中正區林森南路９９巷１１號２樓,25.037901,121.5220487,1,11,25,9,45,60.0,1,9,35.0,5,34,48,3,27.0,59.0,10,24,45.0,1,3,10,8,40.0,60.0,0,2,9,3,16,26.0,0,4,8,8,30,60
臺北市萬華區青年路１５２巷２０號３樓之２,25.0207244,121.5016502,2,3,8,1,7,13.0,0,0,1.0,2,6,9,2,3.0,5.0,0,1,2.0,4,6,12,5,18.0,33.0,0,1,6,4,12,24.0,0,0,0,11,33,41
臺北市萬華區昆明街３１６號６樓,25.0358127,121.5032783,3,9,24,10,38,46.0,5,16,28.0,4,17,23,13,30.0,40.0,1,11,17.0,1,8,13,7,19.0,37.0,2,18,30,7,26,32.0,1,3,3,8,56,60
臺北市萬華區昆明街１７９號８樓,25.0395296,121.5042571,3,15,22,24,41,50.0,11,28,29.0,5,15,26,11,32.0,49.0,8,14,27.0,2,5,11,8,18.0,33.0,11,27,31,10,20,24.0,0,3,5,7,39,60
臺北市內湖區康樂街１８６巷１弄７號３樓,25.0763281,121.6206499,0,1,13,0,1,52.0,0,3,13.0,0,1,12,0,4.0,47.0,0,0,14.0,0,1,17,0,4.0,49.0,0,0,7,1,7,46.0,0,0,6,4,16,60
臺北市內湖區文湖街８１巷１２號９樓,25.0868675,121.5641748,0,2,8,0,3,31.0,0,8,23.0,3,3,16,2,10.0,50.0,2,2,43.0,2,4,16,3,7.0,59.0,0,1,7,3,10,42.0,0,2,6,15,30,60
臺北市內湖區內湖路二段103巷48之5號6樓,25.0820344,121.5810258,0,2,10,2,17,60.0,0,3,30.0,1,2,10,0,13.0,42.0,1,14,34.0,1,4,18,6,19.0,55.0,0,2,7,4,15,48.0,0,2,7,8,28,60
臺北市內湖區新明路４６０巷１８弄１０號１２樓,25.0539625,121.5784916,2,3,4,3,7,27.0,1,15,21.0,1,2,6,5,11.0,17.0,0,0,2.0,1,4,10,4,13.0,31.0,2,5,11,3,11,30.0,1,1,2,10,39,59
臺北市信義區忠孝東路五段71巷3弄21號四樓,25.0416314,121.568283,0,8,12,7,14,35.0,13,35,40.0,3,12,17,8,21.0,31.0,3,5,13.0,0,6,9,8,25.0,52.0,4,20,31,3,16,30.0,1,3,7,8,37,60
臺北市南港區南港路一段１５６號,25.0554156,121.6121655,0,4,14,3,4,42.0,1,7,16.0,1,4,25,2,18.0,46.0,0,1,28.0,2,3,19,9,13.0,44.0,1,2,5,0,8,44.0,1,3,6,7,35,60
臺北市南港區東新街１７０巷２３之１號４樓,25.044011,121.593124,0,1,15,0,14,45.0,0,1,26.0,0,4,30,0,5.0,40.0,0,1,31.0,1,5,23,0,13.0,60.0,0,3,21,0,5,39.0,0,1,5,14,25,60
臺北市松山區撫遠街３９９巷５號４樓,25.0656182,121.5660753,0,1,6,0,5,7.0,0,5,12.0,0,1,2,1,1.0,5.0,0,0,1.0,1,3,4,1,10.0,14.0,0,0,1,0,7,16.0,0,0,0,7,25,43
臺北市南港區南深路３３號５樓之３,25.03637,121.620535,1,1,4,0,0,3.0,0,0,8.0,0,11,17,3,4.0,18.0,1,3,22.0,1,3,7,1,1.0,15.0,0,0,3,1,4,11.0,0,0,2,4,15,52
臺北市北投區中央北路四段442巷4弄4號四樓,25.1293424,121.4702522,0,2,4,4,4,19.0,0,1,3.0,0,2,12,2,3.0,9.0,8,24,38.0,1,3,7,2,10.0,22.0,0,1,1,3,6,18.0,1,2,4,3,8,45
臺北市士林區天玉街９１號５樓,25.1233614,121.5313164,1,1,12,1,10,60.0,0,2,11.0,2,6,23,0,0.0,26.0,1,3,46.0,1,5,19,8,10.0,60.0,1,1,8,3,12,50.0,0,0,4,9,21,60
臺北市士林區天母北路４巷２號３樓,25.1191101,121.5259726,0,4,10,24,60,60.0,0,4,13.0,2,10,27,1,3.0,29.0,3,7,56.0,2,6,21,4,16.0,60.0,0,4,9,5,21,52.0,0,0,5,7,29,60
臺北市北投區同德街２０號５樓,25.1248863,121.5279168,0,1,11,1,34,60.0,0,2,11.0,0,5,24,0,0.0,25.0,1,4,47.0,0,2,20,3,8.0,60.0,0,1,8,4,11,50.0,0,0,4,9,21,60
臺北市士林區葫蘆街２３巷８號３樓,25.0793603,121.5100712,1,2,6,0,4,7.0,2,5,9.0,1,3,6,2,4.0,6.0,0,0,3.0,0,3,6,3,10.0,19.0,0,1,5,0,3,15.0,0,0,0,6,22,40
臺北市北投區公館路308巷6號4樓,25.1247409,121.5061792,0,0,10,0,2,60.0,0,2,4.0,1,3,17,4,10.0,31.0,1,21,32.0,1,2,19,1,12.0,58.0,0,3,12,2,12,47.0,1,2,7,17,32,60
臺北市大安區敦化南路一段１６１巷４０號５樓,25.043396,121.5510607,0,5,9,27,60,60.0,13,29,41.0,0,15,25,8,26.0,47.0,3,9,20.0,0,9,12,18,47.0,60.0,18,30,45,6,20,38.0,1,4,6,6,30,57
臺北市大安區忠孝東路四段１７０巷１７弄４號３樓,25.0398125,121.550976,0,3,8,60,60,60.0,14,25,34.0,0,11,22,12,30.0,47.0,3,7,17.0,3,6,13,19,55.0,60.0,19,33,39,6,25,39.0,1,4,5,3,30,53
臺北市信義區永吉路１２０巷５０弄１９號２樓,25.0442065,121.5696759,0,4,9,7,19,32.0,4,25,42.0,3,10,15,7,21.0,33.0,2,7,11.0,3,6,11,10,29.0,54.0,1,17,30,3,19,32.0,1,3,7,10,40,60
臺北市松山區八德路三段１５５巷２６弄１４號,25.0493872,121.5560684,2,7,9,13,57,60.0,3,14,37.0,6,15,23,2,12.0,36.0,2,7,18.0,3,8,11,19,46.0,60.0,3,16,37,6,21,35.0,1,3,5,9,36,60
臺北市信義區忠孝東路四段553巷6弄15號3樓,25.0423958,121.5634357,1,1,7,2,25,60.0,9,35,45.0,5,11,19,7,21.0,31.0,2,7,15.0,0,3,9,4,31.0,60.0,2,20,41,2,17,32.0,1,2,7,6,30,59
臺北市中山區長春路１９５號８樓之１,25.0549149,121.538119,1,2,7,4,46,60.0,1,9,35.0,2,9,16,9,37.0,55.0,21,30,40.0,2,5,10,12,41.0,60.0,5,22,59,4,19,38.0,0,4,4,19,51,60
臺北市中山區錦州街１５９號１０樓之９,25.0604579,121.529948,1,3,6,13,50,60.0,6,14,33.0,4,11,15,8,25.0,38.0,2,11,42.0,2,6,8,12,42.0,60.0,18,57,60,8,23,39.0,2,4,6,10,49,60
臺北市大安區羅斯福路二段８１巷１１之１號,25.0257543,121.5244308,0,2,11,9,29,44.0,2,11,14.0,3,18,30,5,19.0,34.0,10,22,30.0,3,11,15,21,59.0,60.0,0,3,6,8,18,28.0,1,3,4,15,51,60
臺北市大安區和平東路三段228巷53號3樓,25.0203529,121.5529364,1,2,28,1,6,60.0,1,4,60.0,1,8,60,4,12.0,60.0,1,28,60.0,1,2,39,8,26.0,60.0,3,6,60,5,16,60.0,1,2,16,9,32,60
臺北市大安區大安路一段202號四樓之11,25.0349654,121.5458993,1,4,7,39,60,60.0,2,22,33.0,3,11,19,9,34.0,50.0,2,12,29.0,1,9,14,13,41.0,60.0,4,29,36,4,23,44.0,1,4,6,8,36,60
臺北市大安區安和路二段２２７巷２２號八樓,25.0251497,121.5510597,0,5,25,3,19,60.0,1,6,60.0,1,10,60,6,17.0,60.0,5,28,60.0,0,7,42,17,44.0,60.0,3,9,60,11,27,60.0,1,3,16,9,35,60
臺北市大安區瑞安街６１巷１弄１２號３樓,25.0290371,121.5427206,1,2,30,8,35,60.0,3,6,60.0,6,16,60,8,22.0,60.0,3,34,60.0,4,10,42,11,42.0,60.0,1,6,60,6,22,60.0,2,3,18,11,42,60
臺北市大安區忠孝東路四段51號十樓之1,25.0418045,121.5454299,1,3,13,46,60,60.0,19,29,37.0,3,9,19,12,30.0,56.0,2,13,30.0,1,8,14,10,60.0,60.0,12,35,43,8,19,37.0,1,3,8,9,29,52
臺北市大安區永康街２３巷１０之１號二樓,25.0317849,121.530277,0,5,6,9,21,51.0,9,13,15.0,5,18,34,8,23.0,41.0,7,21,39.0,3,7,16,13,51.0,60.0,0,0,4,9,18,32.0,1,3,6,13,44,60
臺北市大安區潮州街60巷10弄2號3樓之3,25.0280202,121.5235302,0,4,12,17,33,40.0,1,12,14.0,3,23,34,6,24.0,38.0,10,24,26.0,1,10,17,22,57.0,60.0,0,4,6,7,20,27.0,1,3,4,8,51,60
臺北市北投區行義路140巷23號3樓,25.129593,121.528784,0,1,8,0,1,60.0,0,0,7.0,0,3,22,0,0.0,17.0,0,1,45.0,0,0,18,0,6.0,59.0,0,1,6,2,6,46.0,0,0,3,3,19,60
臺北市北投區溫泉路65巷16號十一樓之2,25.1360037,121.5050939,3,3,7,5,22,60.0,0,0,3.0,1,4,14,0,6.0,29.0,1,2,30.0,2,7,16,8,21.0,37.0,2,4,9,3,13,31.0,1,2,6,15,39,60
臺北市士林區天母西路２２巷６弄１號五樓,25.1178281,121.5270857,0,1,11,26,60,60.0,0,4,12.0,2,11,27,0,1.0,32.0,0,8,54.0,2,6,22,4,19.0,60.0,0,3,8,4,21,52.0,0,0,4,7,32,60
臺北市北投區裕民二路6號8樓,25.1163613,121.517061,3,7,11,13,60,60.0,1,2,13.0,5,11,26,6,9.0,44.0,8,24,35.0,3,5,22,6,21.0,60.0,3,4,11,4,15,58.0,1,2,6,5,23,60
臺北市士林區至誠路二段120巷12號,25.1016726,121.5269091,0,1,15,1,56,60.0,2,4,23.0,0,3,31,10,19.0,41.0,1,2,52.0,2,6,22,8,33.0,60.0,1,2,16,5,10,59.0,1,2,5,7,35,60
臺北市北投區中山路２８之９號三樓,25.1372079,121.5104059,0,1,7,8,14,60.0,0,0,3.0,1,1,15,1,1.0,28.0,1,1,32.0,0,3,17,4,14.0,39.0,0,2,10,0,4,33.0,0,1,6,10,29,60
臺北市南港區成福路191號十七樓,25.040799,121.588694,0,1,20,0,16,44.0,0,1,54.0,1,5,26,0,4.0,47.0,1,1,30.0,1,7,20,5,17.0,60.0,2,4,33,1,11,45.0,0,1,7,14,36,60
臺北市信義區松山路２０７巷４弄４號三樓,25.044945,121.578114,1,4,5,8,32,36.0,3,7,16.0,2,10,14,7,16.0,23.0,0,3,6.0,1,9,15,9,39.0,52.0,6,11,18,7,19,27.0,2,3,4,15,45,60
臺北市信義區光復南路４１７巷５０號四樓,25.0367562,121.5585787,0,4,10,22,60,60.0,0,41,51.0,4,12,14,7,31.0,48.0,1,12,27.0,1,6,9,10,38.0,60.0,4,33,44,7,23,38.0,0,5,6,8,31,52
臺北市松山區南京東路五段２３９號７樓之３,25.051652,121.564802,0,4,9,7,32,44.0,0,9,16.0,1,7,15,3,9.0,22.0,4,8,10.0,1,6,10,11,37.0,60.0,6,8,14,8,22,32.0,1,1,4,8,32,60
臺北市信義區福德街20號2樓,25.0365009,121.579392,1,5,12,3,14,31.0,0,0,14.0,2,11,11,0,5.0,14.0,2,3,5.0,0,7,9,9,24.0,31.0,2,8,14,6,11,21.0,0,2,3,9,39,56
臺北市信義區松德路２２５號二樓,25.0347087,121.5748004,4,10,11,2,13,21.0,0,20,32.0,1,6,13,0,10.0,20.0,2,5,8.0,2,4,11,6,17.0,39.0,0,15,25,2,13,25.0,0,2,4,11,37,60
臺北市信義區虎林街50巷16號3樓,25.0470058,121.5761605,2,4,5,5,31,40.0,6,7,17.0,4,9,12,9,19.0,24.0,0,3,7.0,3,8,10,5,38.0,53.0,2,15,21,6,19,28.0,1,3,4,13,45,60
臺北市內湖區內湖路三段６０巷３３號四樓,25.0884014,121.5931237,0,4,11,1,12,60.0,0,1,10.0,0,2,11,2,9.0,36.0,0,9,34.0,1,3,14,2,13.0,50.0,1,3,6,1,9,35.0,0,1,6,7,24,60
臺北市內湖區康樂街186巷34之2號12樓之1,25.077457,121.6205772,0,1,13,0,1,52.0,1,2,11.0,0,1,10,0,4.0,44.0,0,0,13.0,0,0,16,0,2.0,49.0,0,0,6,1,5,47.0,0,0,6,4,15,60
臺北市內湖區陽光街１６１巷１２之２５號四樓,25.0743836,121.5854815,0,2,18,1,33,60.0,0,5,35.0,0,5,19,4,9.0,55.0,0,10,34.0,0,2,26,3,19.0,60.0,1,2,10,2,12,60.0,1,1,9,4,21,60
臺北市中山區吉林路４０７巷１號五樓,25.066167,121.5306192,0,3,5,3,32,52.0,0,11,16.0,3,8,11,4,17.0,27.0,2,16,21.0,1,5,7,7,30.0,42.0,2,29,47,6,27,32.0,0,2,4,12,40,60
臺北市內湖區成功路三段１７４巷１７弄１３號六樓,25.081541,121.590788,1,3,16,11,13,60.0,1,1,22.0,0,1,12,7,13.0,41.0,9,9,34.0,2,2,18,9,17.0,56.0,2,5,6,5,9,50.0,1,2,7,6,24,60
臺北市中山區農安街247號5樓,25.0646704,121.5347331,1,2,4,4,29,49.0,2,9,14.0,4,9,10,10,19.0,31.0,0,5,28.0,0,6,8,5,25.0,44.0,0,12,47,15,27,35.0,0,2,3,7,35,60
臺北市中山區南京東路一段１３２巷１８號六樓,25.0509994,121.5269224,3,16,22,9,45,60.0,3,34,59.0,1,18,28,5,38.0,55.0,1,9,39.0,2,4,9,9,52.0,60.0,51,60,60,3,12,29.0,0,4,8,6,41,60
臺北市中山區農安街125巷33號4樓,25.0659741,121.5299636,0,4,5,8,34,51.0,0,10,15.0,3,8,11,4,17.0,30.0,2,18,21.0,3,4,7,8,31.0,42.0,5,33,53,8,26,33.0,0,2,5,11,42,60
臺北市內湖區陽光街１６１巷１２之２９號五樓,25.0743836,121.5854815,0,2,18,1,33,60.0,0,5,35.0,0,5,19,4,9.0,55.0,0,10,34.0,0,2,26,3,19.0,60.0,1,2,10,2,12,60.0,1,1,9,4,21,60
臺北市內湖區陽光街１６１巷１２之１６號五樓,25.0743836,121.5854815,0,2,18,1,33,60.0,0,5,35.0,0,5,19,4,9.0,55.0,0,10,34.0,0,2,26,3,19.0,60.0,1,2,10,2,12,60.0,1,1,9,4,21,60
臺北市中山區長春路380號16樓,25.0544586,121.5433225,0,8,8,9,43,60.0,2,24,29.0,3,14,22,7,30.0,57.0,23,32,34.0,0,8,11,9,45.0,60.0,5,16,29,4,19,33.0,1,3,6,20,50,60
臺北市內湖區星雲街210巷30號6樓,25.0810142,121.5970985,2,4,18,3,14,60.0,0,1,13.0,0,0,10,3,11.0,44.0,1,1,32.0,1,4,19,6,14.0,59.0,2,4,6,2,9,53.0,1,2,6,8,28,60
臺北市內湖區內湖路一段659號17樓之2,25.0802995,121.5753256,1,3,12,6,11,60.0,2,5,32.0,1,1,14,6,14.0,42.0,7,8,39.0,3,4,21,10,20.0,60.0,0,0,8,8,15,60.0,1,3,7,8,28,60
臺北市中山區林森北路４８３號二樓之２,25.0611266,121.5260656,1,2,16,27,50,60.0,6,15,31.0,3,12,20,2,22.0,45.0,4,20,26.0,3,6,12,12,42.0,60.0,34,55,60,9,20,31.0,1,4,8,11,45,60
臺北市大同區延平北路二段238號十一樓之1,25.0599019,121.511294,8,14,17,6,25,45.0,4,19,39.0,6,13,21,3,12.0,28.0,2,4,16.0,3,10,12,8,24.0,43.0,3,9,20,4,14,26.0,1,3,7,6,27,45
臺北市大同區貴德街８３號九樓,25.056465,121.508445,3,12,19,4,19,36.0,7,23,41.0,6,12,22,1,11.0,41.0,0,2,11.0,0,7,14,4,16.0,29.0,2,8,23,6,14,24.0,0,2,6,6,24,42
臺北市萬華區青年路70號2樓,25.0231837,121.5025419,2,7,7,1,11,14.0,0,0,3.0,2,5,11,2,5.0,14.0,0,1,3.0,5,9,14,7,24.0,33.0,0,3,6,4,18,24.0,0,0,0,10,26,60
臺北市大同區延平北路三段５號三樓之１,25.063546,121.511289,6,12,16,4,17,38.0,1,11,24.0,4,12,18,5,14.0,30.0,1,5,22.0,4,9,14,7,29.0,47.0,3,10,16,0,10,28.0,1,2,5,5,21,47
臺北市大同區南京西路216號8樓之2,25.053367,121.5166479,1,25,33,7,55,60.0,26,56,60.0,5,21,31,8,38.0,54.0,4,21,32.0,3,4,12,10,45.0,60.0,5,50,60,7,17,24.0,1,5,8,8,36,58
臺北市大同區民權西路279號8樓之6,25.0634516,121.5095819,4,12,15,2,15,30.0,0,11,20.0,2,12,19,3,16.0,24.0,1,3,14.0,4,8,14,2,25.0,41.0,3,10,18,0,15,30.0,1,2,4,2,19,49
臺北市文山區木柵路三段49巷1號四樓,24.988797,121.565993,1,2,14,2,6,31.0,0,0,4.0,3,7,30,3,3.0,46.0,3,13,45.0,3,6,24,8,27.0,60.0,0,1,4,4,11,36.0,0,0,7,6,32,60
臺北市文山區辛亥路五段５１號二樓,24.9989789,121.5537125,2,4,19,16,18,60.0,0,0,9.0,2,3,37,4,7.0,58.0,6,12,60.0,2,8,32,5,17.0,60.0,1,2,9,3,7,51.0,1,2,9,4,21,60
臺北市中正區博愛路２２３號七樓,25.03382,121.5109262,7,12,24,2,25,60.0,0,5,27.0,7,27,44,5,39.0,52.0,2,13,30.0,2,6,12,3,27.0,56.0,0,7,23,1,18,33.0,1,3,5,27,43,60
臺北市文山區萬芳路18號12樓之3,24.9958805,121.5703564,0,1,10,0,2,28.0,0,0,0.0,0,3,26,5,11.0,30.0,0,4,39.0,0,5,22,2,20.0,54.0,0,0,3,0,6,26.0,2,3,5,4,21,60
臺北市文山區景興路188號18樓之11,24.9923,121.543815,4,6,23,10,12,60.0,0,0,13.0,4,6,41,10,16.0,60.0,7,16,60.0,3,8,39,12,34.0,60.0,0,2,12,6,12,60.0,1,1,9,3,28,60
臺北市文山區溪口街91巷1號5樓,24.9956179,121.538176,4,5,21,5,13,60.0,0,1,17.0,0,6,47,7,13.0,60.0,0,6,60.0,2,9,39,14,30.0,60.0,0,2,14,5,16,60.0,1,2,10,5,27,60
臺北市中正區同安街９３之１號五樓,25.0223208,121.520686,1,4,12,6,25,46.0,1,3,8.0,4,12,25,2,12.0,25.0,1,14,29.0,2,8,13,14,46.0,60.0,0,5,9,5,17,28.0,0,2,4,14,40,60
臺北市文山區汀州路四段225號7樓,25.0028204,121.5359506,1,3,8,1,2,7.0,2,2,2.0,3,5,7,2,4.0,21.0,3,11,46.0,3,5,10,3,20.0,33.0,0,2,4,5,9,18.0,1,1,2,9,37,53
臺北市文山區溪口街１巷３４號四樓,24.9947279,121.539671,4,5,23,10,13,60.0,0,1,16.0,0,5,44,9,13.0,60.0,2,11,60.0,2,9,41,19,29.0,60.0,0,2,13,5,13,60.0,1,2,10,8,26,60
臺北市文山區興隆路二段61巷13號二樓,24.9993379,121.5457907,1,8,23,1,9,60.0,0,1,14.0,0,3,43,0,11.0,59.0,3,13,60.0,4,10,38,12,27.0,60.0,1,3,12,4,16,60.0,0,2,10,14,34,60
