,latitude,longitude,police_500,police_1000,police_3000,hospital_500,hospital_1000,hospital_3000,shopping_mall_500,shopping_mall_1000,shopping_mall_3000,library_500,library_1000,library_3000,bus_station_500,bus_station_1000,bus_station_3000,university_500,university_1000,university_3000,primary_school_500,primary_school_1000,primary_school_3000,church_500,church_1000,church_3000,night_club_500,night_club_1000,night_club_3000,supermarket_500,supermarket_1000,supermarket_3000,subway_station_500,subway_station_1000,subway_station_3000,park_500,park_1000,park_3000
金山南路二段１２號九樓之１,25.033507,121.526984,0,6,11,7,35,59.0,5,12,17.0,1,28,42,6,26.0,38.0,6,27,39.0,2,7,14,12,47.0,60.0,0,0,1,6,20,32.0,1,4,6,7,42,60
和平東路三段１１號七樓,25.0248918,121.5471027,0,3,24,8,17,60.0,3,6,60.0,4,15,60,4,20.0,60.0,13,46,60.0,2,8,44,18,40.0,60.0,2,9,60,8,25,60.0,1,3,17,8,29,60
延吉街１１２號三樓,25.0406713,121.5545931,0,3,7,43,60,60.0,6,24,52.0,1,10,25,8,27.0,48.0,4,7,17.0,1,5,12,19,50.0,60.0,14,29,47,5,20,36.0,2,3,7,4,29,52
通化街３９巷５０弄１０３號三樓,25.0284873,121.5549076,1,4,28,3,59,60.0,3,7,60.0,0,10,60,3,21.0,60.0,4,24,60.0,2,7,39,15,42.0,60.0,3,10,60,9,35,60.0,0,3,16,11,36,60
八德路四段４４５號十三樓之１７,25.049921,121.57042,0,2,4,3,16,34.0,3,7,27.0,0,6,13,2,17.0,27.0,3,5,9.0,2,5,9,10,29.0,46.0,4,9,19,4,19,29.0,0,2,4,8,42,60
虎林街２１２巷４１之１號四樓,25.0369088,121.5760702,4,11,11,5,16,22.0,0,15,32.0,2,9,14,1,7.0,25.0,2,3,8.0,2,6,9,11,24.0,38.0,3,13,22,4,16,24.0,1,2,4,9,32,60
光復南路４７３巷１９號四樓,25.033892,121.5584105,0,9,10,6,60,60.0,2,29,47.0,3,10,16,7,30.0,49.0,3,20,30.0,0,6,11,10,39.0,60.0,5,23,42,8,25,38.0,1,3,7,10,32,53
松平路１３５號十二樓之２,25.030612,121.569447,5,10,11,1,26,35.0,0,25,34.0,0,9,14,2,11.0,22.0,2,17,24.0,0,5,7,1,18.0,32.0,2,15,18,1,13,19.0,1,2,3,7,39,53
成福路１９４巷６號四樓之３,25.040736,121.587888,0,1,21,0,16,46.0,0,2,54.0,3,6,25,0,4.0,47.0,1,1,30.0,2,8,21,6,18.0,60.0,2,4,35,1,11,46.0,0,1,7,14,38,60
八德路四段１９８號,25.0486096,121.5640074,0,1,8,4,38,52.0,1,12,24.0,2,9,19,2,16.0,22.0,3,9,11.0,1,7,9,7,35.0,60.0,4,12,15,3,18,33.0,1,2,4,7,28,60
經貿二路１５７巷３６弄８０號五樓,25.0614747,121.6149798,2,4,18,1,6,54.0,0,0,19.0,0,1,28,7,18.0,50.0,0,0,18.0,0,4,21,2,8.0,53.0,0,1,7,1,7,52.0,1,3,7,9,27,60
福德街２２１巷３弄１０號三樓,25.0382404,121.5853807,0,2,20,0,22,60.0,0,1,53.0,2,7,26,0,5.0,46.0,0,2,34.0,3,8,22,4,21.0,60.0,3,8,38,1,12,43.0,0,2,8,8,37,60
大安路二段６６號九樓之１０,25.0322518,121.5459164,1,4,6,8,60,60.0,1,8,30.0,2,12,20,8,30.0,55.0,3,16,33.0,4,9,15,10,44.0,60.0,4,9,34,5,26,49.0,1,3,7,12,35,60
仁愛路四段３００巷２０弄１９號七樓,25.0363962,121.5531534,2,3,6,36,60,60.0,3,20,38.0,3,10,18,10,33.0,52.0,3,10,18.0,3,8,12,15,49.0,60.0,7,30,47,8,25,40.0,1,3,6,7,28,59
天母東路１０５巷９弄９號五樓,25.1189193,121.5360272,0,1,12,0,6,60.0,2,3,10.0,3,7,23,0,0.0,26.0,3,4,53.0,1,6,21,1,16.0,60.0,0,2,8,3,14,45.0,0,0,3,7,17,60
中山北路六段７２８巷９弄７之１號四樓,25.1143753,121.5290034,0,1,11,4,33,60.0,2,5,12.0,2,10,26,0,1.0,34.0,1,9,47.0,4,9,24,5,28.0,60.0,0,3,8,11,22,51.0,0,0,5,7,24,60
林森北路４７９號三樓之６,25.0611884,121.5257577,2,2,18,29,49,60.0,6,16,31.0,3,12,21,2,20.0,45.0,4,20,26.0,3,7,12,11,40.0,60.0,35,56,60,9,20,30.0,1,4,8,11,42,60
中山北路二段１１８號十四樓之２,25.0610223,121.5227568,1,13,19,27,52,60.0,5,23,38.0,2,12,28,3,18.0,35.0,5,21,27.0,2,9,16,14,40.0,60.0,29,56,60,4,20,33.0,3,5,7,13,38,60
中山北路二段１１８號十一樓之１,25.058131,121.5227773,1,15,24,17,54,60.0,12,31,49.0,2,15,29,1,15.0,54.0,4,16,28.0,0,9,16,8,42.0,60.0,37,60,60,3,20,37.0,1,4,7,12,44,60
東湖路１１３巷４９弄２９號八樓之３,25.0699589,121.6152056,3,4,19,3,17,60.0,1,2,19.0,1,3,16,4,10.0,52.0,0,1,16.0,4,5,20,4,10.0,60.0,0,0,9,9,15,55.0,1,2,7,10,30,60
樂群二路１１６巷６１弄２９號,25.0783149,121.5542571,0,0,14,3,6,60.0,2,11,45.0,1,3,28,1,12.0,60.0,0,0,60.0,1,4,23,2,12.0,60.0,0,1,9,2,12,60.0,0,2,8,10,31,60
康寧路一段１９５巷３弄６號八樓,25.0791161,121.5970091,2,4,19,0,30,60.0,0,1,19.0,0,3,13,2,11.0,46.0,0,10,32.0,1,4,20,4,13.0,60.0,0,4,6,2,7,55.0,0,2,7,5,24,60
港華街８５巷３５號,25.0840962,121.5749788,0,3,10,3,10,58.0,1,2,31.0,0,3,13,3,8.0,49.0,3,9,43.0,3,5,21,9,17.0,60.0,0,0,7,4,12,52.0,1,2,7,10,29,60
長安東路二段１６號四樓之２,25.0483863,121.5305888,1,12,18,13,30,58.0,9,18,36.0,0,14,28,6,25.0,56.0,2,18,33.0,1,5,7,12,43.0,60.0,16,60,60,3,14,25.0,1,3,5,12,43,60
光復北路１０３巷１８號五樓,25.0508443,121.5587223,0,6,10,21,37,60.0,2,7,23.0,5,13,20,3,10.0,25.0,3,8,13.0,3,6,14,16,48.0,60.0,2,9,25,8,25,34.0,0,2,3,6,41,60
三民路１０８號六樓之１８,25.0577385,121.5639817,4,4,6,5,24,35.0,1,2,13.0,1,3,10,3,6.0,11.0,0,5,7.0,2,7,11,10,28.0,45.0,0,9,9,9,21,29.0,0,1,1,7,37,60
崇德街４７號四樓,25.024393,121.5544057,1,5,28,3,31,60.0,2,7,60.0,1,7,60,6,17.0,60.0,3,33,60.0,0,4,36,16,32.0,60.0,2,8,60,8,28,60.0,1,3,15,8,35,60
敦化南路一段８８號十一樓之２,25.046777,121.548497,1,6,7,8,60,60.0,4,40,46.0,5,16,23,4,27.0,42.0,3,12,20.0,3,7,13,12,60.0,60.0,5,37,42,3,22,36.0,0,4,5,4,37,60
吳興街５１２巷１３號,25.0226247,121.5685943,0,1,18,0,22,60.0,0,1,45.0,2,3,37,0,2.0,60.0,2,16,60.0,2,2,26,4,11.0,60.0,0,2,43,3,5,60.0,0,0,10,6,23,60
南深路３３號八樓之３,25.03637,121.620535,1,1,4,0,0,3.0,0,0,8.0,0,11,17,3,4.0,18.0,1,3,22.0,1,3,7,1,1.0,15.0,0,0,3,1,4,11.0,0,0,2,4,15,52
民生東路三段１３０巷３６號四樓,25.0562038,121.5461229,0,6,9,22,42,60.0,9,20,27.0,1,12,22,5,30.0,44.0,5,31,34.0,0,8,12,7,41.0,60.0,4,11,22,4,18,32.0,0,4,4,18,47,60
經貿二路１５７巷３６弄１０９號四樓,25.0624359,121.6147384,2,5,18,1,5,55.0,0,0,19.0,0,1,28,7,18.0,50.0,0,0,18.0,0,5,21,1,9.0,56.0,0,1,8,1,9,53.0,1,3,7,8,27,60
興隆路四段９６巷４弄１２之１號二樓,24.9837944,121.5614508,0,2,18,3,5,60.0,0,0,7.0,1,8,39,0,5.0,58.0,0,4,50.0,3,6,35,6,16.0,60.0,0,2,10,4,13,60.0,0,0,9,15,32,60
羅斯福路六段４６９巷１９號九樓,24.989876,121.5406359,4,5,24,9,34,60.0,0,1,13.0,3,6,37,10,19.0,60.0,5,15,60.0,2,7,39,14,32.0,60.0,0,2,12,4,10,60.0,1,2,11,4,23,60
福興路４６巷２弄９號,25.0033024,121.5512744,2,3,17,1,17,60.0,0,0,11.0,1,3,45,1,7.0,60.0,3,11,60.0,3,7,33,5,17.0,60.0,1,3,13,4,7,53.0,0,2,10,8,26,60
興德路２０巷２４號六樓,25.0009366,121.5562235,1,4,17,15,18,47.0,0,0,5.0,2,3,42,7,8.0,60.0,6,10,60.0,2,7,31,4,16.0,60.0,1,1,10,2,5,47.0,1,2,10,3,22,60
林森北路４１３號十樓之１２,25.059864,121.525773,2,4,18,24,55,60.0,7,24,35.0,3,14,23,2,24.0,45.0,3,20,27.0,2,7,13,8,41.0,60.0,35,60,60,6,21,29.0,1,5,7,11,43,60
港墘路３７巷１０號五樓,25.0820729,121.5787681,1,1,11,4,11,58.0,1,2,31.0,1,2,12,5,11.0,46.0,3,16,33.0,1,4,19,10,20.0,60.0,0,1,7,6,13,51.0,1,2,6,10,27,60
承德路三段２２５巷１４號四樓,25.0700983,121.5195435,0,5,13,2,29,40.0,2,6,12.0,0,7,10,8,17.0,20.0,11,17,21.0,1,8,13,6,31.0,42.0,2,10,31,3,11,17.0,1,3,4,7,35,60
延平北路三段５號四樓之２,25.063546,121.511289,6,12,16,4,17,38.0,1,11,24.0,4,12,18,5,14.0,30.0,1,5,22.0,4,9,14,7,29.0,47.0,3,10,16,0,10,28.0,1,2,5,5,21,47
延平北路三段５號五樓之２,25.063546,121.511289,6,12,16,4,17,38.0,1,11,24.0,4,12,18,5,14.0,30.0,1,5,22.0,4,9,14,7,29.0,47.0,3,10,16,0,10,28.0,1,2,5,5,21,47
延平北路三段５號二樓,25.063546,121.511289,6,12,16,4,17,38.0,1,11,24.0,4,12,18,5,14.0,30.0,1,5,22.0,4,9,14,7,29.0,47.0,3,10,16,0,10,28.0,1,2,5,5,21,47
民權西路２３７之８號十四樓之６,25.0631256,121.5117242,6,12,17,4,18,38.0,2,12,26.0,5,12,18,7,13.0,27.0,1,6,21.0,5,9,13,8,28.0,48.0,4,10,17,0,10,27.0,1,2,5,4,21,46
民權西路２３７之１號十一樓之１,25.0631256,121.5117242,6,12,17,4,18,38.0,2,12,26.0,5,12,18,7,13.0,27.0,1,6,21.0,5,9,13,8,28.0,48.0,4,10,17,0,10,27.0,1,2,5,4,21,46
承德路三段３０８號三樓之２,25.0745391,121.5196954,1,4,6,0,10,22.0,1,6,8.0,1,2,7,4,9.0,18.0,2,13,15.0,1,3,8,3,16.0,35.0,0,8,13,0,6,14.0,1,1,3,8,34,60
重慶北路三段９巷１６號四樓,25.064162,121.5145256,6,11,15,6,29,52.0,0,11,28.0,4,11,19,10,17.0,27.0,1,21,22.0,7,9,15,9,36.0,49.0,5,11,45,3,12,25.0,1,4,5,7,30,52
中華路二段５３０號十二樓,25.0252319,121.508534,2,10,16,4,5,25.0,0,0,0.0,3,10,22,1,12.0,22.0,0,3,6.0,0,8,17,11,28.0,46.0,1,4,4,5,13,22.0,0,0,2,10,47,60
撫順街２３號七樓,25.0636498,121.520453,0,13,17,12,50,60.0,2,14,38.0,2,12,21,7,18.0,28.0,14,23,24.0,3,12,14,18,43.0,60.0,6,44,60,3,14,29.0,1,5,6,10,40,60
五常街１１巷３號十樓之１,25.064589,121.537919,1,1,5,2,19,37.0,4,7,11.0,3,7,11,8,23.0,29.0,0,23,25.0,1,3,7,4,23.0,39.0,0,6,22,13,22,36.0,0,2,3,4,30,60
五常街１１巷３號七樓之２,25.064589,121.537919,1,1,5,2,19,37.0,4,7,11.0,3,7,11,8,23.0,29.0,0,23,25.0,1,3,7,4,23.0,39.0,0,6,22,13,22,36.0,0,2,3,4,30,60
安泰街８９號四樓,25.076667,121.6162801,0,1,15,0,16,60.0,1,2,19.0,0,2,13,2,5.0,48.0,0,1,14.0,0,3,18,0,6.0,56.0,0,0,8,0,12,52.0,0,0,7,8,22,60
吉林路４４７巷２５號二樓,25.0673927,121.5322646,1,3,4,0,28,41.0,0,8,16.0,2,8,10,4,14.0,24.0,1,6,20.0,0,5,6,6,22.0,39.0,0,10,39,4,26,29.0,0,2,3,14,38,58
新生北路三段１２號七樓之１,25.0633339,121.5273916,1,2,13,17,49,55.0,6,11,21.0,3,10,16,1,22.0,35.0,3,20,23.0,3,4,9,12,39.0,54.0,24,51,60,11,20,35.0,1,4,5,11,46,60
南京東路一段１３２巷３１號三樓之２,25.0505227,121.5270535,3,15,22,9,39,60.0,1,32,59.0,0,16,29,5,37.0,55.0,1,14,38.0,2,4,9,9,50.0,60.0,47,60,60,3,13,27.0,0,3,7,8,42,60
民權東路六段１８０巷４２弄１５號四樓之６,25.067704,121.5920655,1,1,23,15,22,60.0,1,2,38.0,3,4,20,0,2.0,60.0,1,13,34.0,1,1,29,3,4.0,60.0,0,0,16,2,3,60.0,0,0,13,7,21,60
康樂街７２巷１１號,25.0696429,121.6182432,1,3,18,3,3,53.0,1,2,18.0,0,1,16,2,7.0,47.0,0,0,16.0,1,6,19,5,10.0,56.0,0,0,9,9,15,50.0,0,1,7,10,27,60
林森北路３９９巷２６號八樓,25.059373,121.5262501,2,4,18,26,55,60.0,7,25,34.0,4,14,22,2,23.0,45.0,4,16,28.0,2,7,13,9,43.0,60.0,39,60,60,5,21,28.0,1,5,6,8,47,60
萬大路４９３巷５８弄１２號,25.0201322,121.5000979,2,4,6,1,6,11.0,0,0,1.0,1,4,7,2,2.0,5.0,0,1,2.0,4,6,12,4,14.0,30.0,0,2,5,5,12,23.0,0,0,0,8,29,44
延平北路四段１０２巷４４弄４號三樓,25.071481,121.5099654,1,5,11,3,7,13.0,3,4,10.0,1,6,11,1,8.0,24.0,0,3,13.0,1,6,11,2,14.0,26.0,1,4,9,1,9,18.0,0,0,2,6,24,42
中華路二段３６４巷２６號十四樓之３,25.0287447,121.5036771,1,8,20,0,17,30.0,0,6,6.0,3,11,17,3,17.0,25.0,1,3,8.0,2,12,16,9,28.0,47.0,1,6,13,9,24,35.0,0,1,2,1,52,60
久康街２４巷２０號八樓,24.9892271,121.5663272,1,2,14,2,6,30.0,0,0,4.0,3,6,29,2,3.0,46.0,3,13,45.0,3,4,23,8,26.0,60.0,0,1,4,4,10,33.0,0,0,7,6,32,60
興隆路三段３０４巷３２之１２號五樓,24.9960867,121.5551521,0,4,19,1,18,60.0,0,0,7.0,1,4,37,4,7.0,56.0,6,12,60.0,0,10,30,4,16.0,60.0,0,2,9,0,7,50.0,1,1,9,3,17,60
興隆路三段１８５巷１１弄１２號五樓,24.99581,121.562485,1,3,15,1,17,40.0,0,0,3.0,0,6,29,0,12.0,50.0,1,7,46.0,0,6,26,4,14.0,60.0,0,0,6,1,4,38.0,0,2,9,3,25,60
羅斯福路五段５３巷１７號四樓,25.0063225,121.5395239,2,4,22,0,1,60.0,1,3,19.0,3,7,55,1,8.0,60.0,6,59,60.0,3,6,47,8,9.0,60.0,1,3,23,4,7,60.0,0,1,12,10,39,60
光復南路６２６號十一樓之２,25.0318722,121.5572972,1,4,11,5,60,60.0,2,18,38.0,3,11,15,7,27.0,46.0,2,22,32.0,1,6,12,13,44.0,60.0,3,21,39,10,27,45.0,1,3,6,10,37,55
光復南路１１６巷２２號二樓,25.0429418,121.5565616,0,2,7,15,60,60.0,2,18,53.0,2,12,25,2,21.0,48.0,1,8,19.0,1,6,12,10,48.0,60.0,5,27,41,3,16,35.0,1,2,8,4,26,52
信義路三段１３４巷３３號四樓,25.0309619,121.5394802,0,6,39,4,35,60.0,2,9,60.0,3,14,60,5,27.0,60.0,5,16,60.0,1,12,44,3,45.0,60.0,1,3,60,3,15,60.0,1,3,21,16,41,60
東華街一段３８２號六樓,25.1101694,121.5189287,0,8,15,3,30,60.0,0,5,17.0,1,7,28,2,13.0,45.0,0,6,43.0,2,8,22,9,23.0,60.0,1,6,12,6,13,60.0,1,3,6,6,22,60
德行東路１９０巷３０弄１之３號五樓,25.1069898,121.5316397,0,2,16,28,34,60.0,1,6,19.0,1,4,29,0,7.0,37.0,0,2,54.0,1,9,22,7,23.0,60.0,0,2,11,3,18,52.0,0,0,5,7,25,60
中央北路二段３８５號九樓,25.1382528,121.4870908,0,0,4,0,1,36.0,0,0,2.0,0,3,12,2,4.0,20.0,0,3,24.0,2,3,14,1,1.0,36.0,0,0,8,2,3,24.0,1,1,6,5,14,60
大西路６６號五樓,25.0912946,121.5247564,3,5,17,3,30,60.0,6,8,24.0,0,7,23,8,14.0,44.0,2,10,40.0,1,4,19,8,23.0,60.0,3,4,13,2,7,45.0,1,2,6,5,32,60
崇仁路一段１３１巷１０弄３號四樓,25.1247596,121.5025561,0,2,11,0,4,60.0,0,2,4.0,0,2,17,6,13.0,32.0,1,3,31.0,0,2,18,2,11.0,49.0,1,3,11,1,9,40.0,1,3,7,11,30,60
天母北路８０之５號五樓,25.1227666,121.5255146,0,3,9,8,58,60.0,0,0,13.0,1,7,24,0,1.0,34.0,1,9,49.0,1,2,19,2,10.0,60.0,0,1,10,3,14,55.0,0,0,5,8,26,60
天母東路６９巷１２弄１３號五樓,25.119481,121.534772,0,1,12,0,6,60.0,2,4,11.0,4,7,22,0,0.0,26.0,2,5,54.0,1,6,21,4,15.0,60.0,1,2,8,4,14,46.0,0,0,3,7,20,60
溫泉路６５巷１６號十樓之２,25.1360037,121.5050939,3,3,7,5,22,60.0,0,0,3.0,1,4,14,0,6.0,29.0,1,2,30.0,2,7,16,8,21.0,37.0,2,4,9,3,13,31.0,1,2,6,15,39,60
德行東路３５８巷３０弄８號四樓,25.1092622,121.5394793,0,1,15,1,30,60.0,0,2,19.0,0,6,30,0,0.0,45.0,0,10,60.0,2,6,23,3,13.0,60.0,0,1,11,1,6,47.0,0,0,4,0,8,60
知行路２９２巷１４弄５號五樓,25.1214809,121.4687638,2,2,4,1,6,18.0,0,0,3.0,1,2,12,1,1.0,7.0,2,2,36.0,0,3,7,6,7.0,22.0,1,1,1,2,6,15.0,1,1,4,5,14,40
士東路３１８號七樓,25.1135321,121.5383161,0,0,16,1,3,60.0,1,5,14.0,2,6,28,0,0.0,38.0,2,5,59.0,2,5,23,3,10.0,60.0,1,1,8,1,11,48.0,0,0,4,3,10,60
和平東路一段１１９巷１８號五樓之１,25.0273946,121.527305,1,2,6,6,36,47.0,5,13,15.0,5,16,37,5,23.0,36.0,17,23,38.0,2,12,16,15,60.0,60.0,0,3,4,5,20,32.0,1,3,5,13,58,60
和平東路一段１１９巷１８號五樓,25.0273946,121.527305,1,2,6,6,36,47.0,5,13,15.0,5,16,37,5,23.0,36.0,17,23,38.0,2,12,16,15,60.0,60.0,0,3,4,5,20,32.0,1,3,5,13,58,60
信義路四段６０之７９號,25.0330895,121.545628,1,4,7,19,60,60.0,2,21,29.0,3,12,20,7,30.0,54.0,2,16,32.0,3,9,14,12,48.0,60.0,5,13,35,4,27,43.0,1,4,7,10,32,60
市民大道四段１２２號四樓之１,25.0447727,121.5507005,0,5,7,24,60,60.0,11,32,46.0,2,15,24,8,30.0,41.0,3,10,19.0,0,9,12,17,58.0,60.0,16,31,44,5,21,37.0,1,4,6,5,30,58
和平西路二段１４１號十樓之４,25.0333514,121.5057314,1,13,25,3,26,51.0,0,8,26.0,2,14,34,8,31.0,41.0,1,12,16.0,2,7,16,3,27.0,44.0,1,12,24,6,23,35.0,0,2,4,25,50,60
萬盛街１６２號四樓,25.0053288,121.5432275,2,6,21,0,2,60.0,0,2,17.0,0,7,48,0,5.0,60.0,0,51,60.0,1,9,42,3,19.0,60.0,1,2,18,1,10,60.0,0,1,12,7,37,60
興隆路四段１６５巷４０弄１５號六樓之１,24.9839408,121.563877,1,2,18,3,5,60.0,0,0,5.0,1,8,37,0,3.0,60.0,0,5,50.0,2,7,32,6,18.0,60.0,0,1,8,4,12,58.0,0,0,9,10,32,60
育英街４５巷１３之１號八樓,24.9910519,121.5379035,4,4,21,8,34,60.0,0,1,15.0,2,5,39,8,19.0,60.0,0,9,60.0,2,7,41,8,29.0,60.0,0,2,15,5,8,60.0,1,2,11,5,18,60
濟南路二段６號四樓,25.0412965,121.5268217,3,11,24,3,43,60.0,1,17,33.0,9,21,37,1,25.0,59.0,6,27,42.0,0,4,8,15,39.0,60.0,1,11,49,5,16,22.0,0,3,7,12,34,60
民權西路３００號十三樓之５,25.0628539,121.5102628,5,12,15,3,13,41.0,2,14,22.0,4,12,18,5,16.0,27.0,1,3,16.0,4,10,13,4,23.0,45.0,3,10,17,0,15,31.0,1,3,4,4,21,48
艋舺大道２７５巷２８號十一樓,25.0336193,121.4975823,4,9,10,10,24,43.0,4,6,7.0,2,6,13,9,15.0,21.0,0,3,11.0,3,8,14,3,20.0,31.0,3,10,16,6,23,32.0,1,1,1,18,38,60
民權東路二段３號十二樓,25.0627984,121.5285075,1,3,7,15,48,60.0,5,10,22.0,3,11,14,4,23.0,39.0,2,18,23.0,3,6,9,8,41.0,51.0,22,51,60,11,22,36.0,1,4,6,11,42,60
行善路２８９之２號九樓,25.0616751,121.5841681,0,2,21,3,5,60.0,0,12,36.0,0,1,20,2,3.0,60.0,2,2,35.0,2,3,28,0,5.0,60.0,0,0,24,0,11,60.0,0,0,9,3,22,60
成功路二段４２６巷２２號二樓,25.0708434,121.5890731,1,1,24,15,24,60.0,1,2,37.0,3,4,21,0,5.0,60.0,2,13,35.0,1,1,30,3,9.0,60.0,0,2,15,2,5,60.0,0,1,12,5,16,60
內湖路二段１７９巷４８弄２６號五樓,25.0830958,121.5852667,0,2,10,1,17,60.0,0,2,27.0,1,2,12,2,12.0,39.0,8,10,34.0,0,2,18,2,24.0,56.0,0,4,7,2,14,47.0,0,2,7,6,27,60
中山北路二段６５巷１０號八樓,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
中山北路二段６５巷１０號三樓之１,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
中山北路二段６５巷１０號七樓之１,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
中山北路二段６５巷１０號十一樓之５,25.0570841,121.5240304,1,11,26,16,56,60.0,11,31,45.0,2,15,27,2,19.0,52.0,3,12,29.0,0,8,13,11,44.0,60.0,39,60,60,4,19,37.0,1,5,7,12,41,60
中山北路二段６５巷１０號三樓之２,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
建國北路三段７１號四樓之３,25.0651098,121.5372958,1,1,5,2,19,37.0,4,7,12.0,3,7,10,9,23.0,28.0,0,23,25.0,1,3,7,4,23.0,40.0,0,4,24,13,21,35.0,0,2,3,4,30,55
林森北路２８９號七樓之１２,25.0556128,121.5256821,3,11,22,16,57,60.0,5,29,47.0,1,15,23,4,24.0,53.0,0,10,28.0,1,8,11,8,39.0,60.0,34,60,60,4,16,33.0,0,5,7,8,44,60
合江街１０２巷４８號三樓,25.0586979,121.5380265,0,1,6,7,30,60.0,1,11,28.0,3,10,13,6,38.0,50.0,19,28,31.0,1,4,9,8,33.0,58.0,1,18,53,4,28,40.0,0,4,5,9,47,60
新生北路二段９號三樓,25.0527911,121.527959,0,13,20,12,48,60.0,6,35,47.0,0,13,26,3,30.0,54.0,1,10,30.0,2,4,11,11,43.0,60.0,51,60,60,4,12,27.0,0,5,8,7,46,60
新明路４２８巷１號十二樓,25.05456,121.57951,1,2,4,3,6,27.0,1,15,21.0,0,2,6,0,10.0,15.0,0,0,2.0,1,4,9,3,11.0,27.0,2,4,9,2,11,24.0,0,1,2,12,34,59
五常街１１巷５號七樓之２,25.064653,121.537914,1,1,5,2,19,37.0,4,7,11.0,3,7,11,8,23.0,29.0,0,23,25.0,1,3,7,4,23.0,39.0,0,5,21,13,21,36.0,0,2,3,4,30,60
中山北路二段６５巷１０號四樓,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
中山北路二段６５巷１０號九樓之３,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
中山北路二段６５巷１０號三樓,25.0569626,121.5240147,1,11,25,15,57,60.0,10,31,45.0,2,15,27,2,18.0,52.0,3,12,29.0,0,8,13,9,45.0,60.0,39,60,60,4,19,37.0,1,5,7,11,41,60
民和街８１巷１１號四樓,25.0251009,121.4981852,2,4,7,7,9,18.0,0,1,5.0,2,6,8,0,8.0,17.0,1,2,2.0,6,10,12,9,21.0,30.0,1,5,7,5,19,26.0,0,0,1,7,29,60
錦州街３５２號,25.0601382,121.539543,0,3,7,10,28,58.0,3,10,25.0,1,9,16,10,35.0,53.0,20,28,30.0,1,3,6,9,34.0,52.0,1,12,26,5,28,34.0,1,3,5,10,48,60
建國北路二段１３９號十樓之３,25.0609167,121.5373589,0,3,4,8,26,55.0,2,9,23.0,2,8,14,9,27.0,45.0,2,25,29.0,1,3,8,8,33.0,48.0,0,12,49,6,29,37.0,1,2,5,9,44,60
萬盛街１４０號二樓,25.0055396,121.5420598,2,4,22,0,2,60.0,0,2,17.0,0,6,49,1,5.0,60.0,0,54,60.0,1,8,44,5,18.0,60.0,1,2,20,2,10,60.0,0,1,11,6,36,60
興隆路三段２２１巷４弄１５號三樓,24.9936634,121.560338,0,2,17,1,18,44.0,0,0,5.0,0,5,31,0,8.0,51.0,0,8,47.0,1,6,26,4,16.0,60.0,0,1,6,1,5,45.0,0,2,8,3,26,60
興順街１９３號,25.0019079,121.5461007,1,5,21,1,7,60.0,0,1,12.0,0,3,46,0,2.0,60.0,2,8,60.0,3,9,37,5,25.0,60.0,2,3,14,4,13,60.0,0,1,10,16,32,60
興隆路一段２５１巷２弄１４號,24.9992315,121.544554,1,8,23,2,10,60.0,0,1,14.0,0,3,44,0,12.0,60.0,3,5,60.0,2,10,38,13,35.0,60.0,1,3,13,3,17,60.0,0,2,10,12,36,60
吳興街２８４巷２２弄５６號二樓,25.024216,121.562214,1,2,19,19,25,60.0,1,3,60.0,2,6,51,2,13.0,60.0,15,21,60.0,1,4,24,3,26.0,60.0,1,6,59,0,16,60.0,0,3,12,6,29,60
南港路三段１９７號四樓之１,25.0514572,121.5810872,2,4,4,4,21,28.0,3,12,17.0,1,6,7,6,13.0,20.0,0,1,2.0,1,6,12,7,17.0,34.0,3,5,15,2,13,23.0,1,2,4,10,38,60
敦化北路１５５巷１００弄１６號十四樓,25.0552557,121.5523385,3,10,11,16,54,60.0,9,16,24.0,6,15,20,8,21.0,35.0,2,8,32.0,4,8,11,12,40.0,60.0,1,10,16,7,21,33.0,1,3,5,16,48,60
莊敬路２８９巷８弄３０號三樓,25.029143,121.564416,1,7,12,22,27,34.0,1,23,35.0,3,8,14,4,17.0,29.0,11,20,25.0,2,4,7,7,24.0,38.0,4,17,22,4,18,29.0,1,2,5,8,36,55
