,subway_station_500m,subway_station_1000m,subway_station_3000m,police_500m,police_1000m,police_3000m,primary_school_500m,primary_school_1000m,primary_school_3000m,university_500m,university_1000m,university_3000m,library_500m,library_1000m,library_3000m,night_club_500m,night_club_1000m,night_club_3000m,shopping_mall_500m,shopping_mall_1000m,shopping_mall_3000m,supermarket_500m,supermarket_1000m,supermarket_3000m,bus_station_500m,bus_station_1000m,bus_station_3000m,park_500m,park_1000m,park_3000m,church_500m,church_1000m,church_3000m,hospital_500m,hospital_1000m,hospital_3000m,Transaction Date,Total Cost(NTD),Cost per Sqaure Meter,Building Completion Date,Transacted Floor,Total Floor,Total Area Transacted (Sqaure Meter),Bed Rooms,Living/Dining Rooms,Bathrooms,Main construction Method,Type of Building,transaction year,time delta,time delta year,500_label,1km_label,3km_label,500_price_label,1km_price_label,3km_price_label,house_no_price_label,house_price_label,latitude,longitude,geometry,TOWNCODE,TOWNNAME,VILLNAME,VILLENG,TOWNNAME_EN,COUNTYNAME,TTL_INCOME,AVG,MEDIAN,QUANTILE1,QUANTILE3,STD,VAR,edu_age_15up_total,edu_doctor,edu_master,edu_undergrad,edu_cc,edu_senior,edu_junior,edu_primary
0,0.0,0.0,8.0,2.0,2.0,15.0,1.0,7.0,26.0,2.0,16.0,45.0,2.0,8.0,30.0,1.0,1.0,5.0,0.0,0.0,4.0,9.0,11.0,37.0,2.0,3.0,49.0,7.0,30.0,60.0,9.0,20.0,60.0,4.0,5.0,31.0,2020-04-06,36000000,156583,2013-01-03,4,15.0,229.91,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2650 days,7.0,2,0,1,3,3,3,0,1,24.9862857,121.5656149,POINT (121.5656149 24.9862857),63000080.0,文山區,忠順里,Zhongshun Vil.,Wenshan,臺北市,1739111.0,1166.0,624.0,289,1415,1988.56,170.49,3773.0,62.0,450.0,1236.0,471.0,610.0,158.0,194.0
1,0.0,0.0,8.0,1.0,2.0,15.0,1.0,7.0,30.0,0.0,5.0,47.0,1.0,8.0,32.0,0.0,2.0,7.0,0.0,0.0,5.0,3.0,13.0,52.0,3.0,5.0,51.0,17.0,35.0,60.0,7.0,20.0,60.0,5.0,5.0,45.0,2020-05-28,2300000,62398,1995-11-22,6,13.0,36.87,2,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,8954 days,24.0,2,0,1,1,1,1,2,1,24.9855374,121.5615068,POINT (121.5615068 24.9855374),63000080.0,文山區,忠順里,Zhongshun Vil.,Wenshan,臺北市,1739111.0,1166.0,624.0,289,1415,1988.56,170.49,3773.0,62.0,450.0,1236.0,471.0,610.0,158.0,194.0
2,0.0,0.0,8.0,2.0,2.0,15.0,1.0,8.0,27.0,2.0,10.0,45.0,2.0,8.0,31.0,0.0,1.0,7.0,0.0,0.0,4.0,5.0,12.0,43.0,3.0,3.0,50.0,13.0,30.0,60.0,9.0,19.0,60.0,5.0,5.0,38.0,2020-06-05,14800000,132819,1998-07-30,7,7.0,111.43,2,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,7981 days,21.0,0,0,1,1,1,1,2,1,24.9855262,121.5641254,POINT (121.5641254 24.9855262),63000080.0,文山區,忠順里,Zhongshun Vil.,Wenshan,臺北市,1739111.0,1166.0,624.0,289,1415,1988.56,170.49,3773.0,62.0,450.0,1236.0,471.0,610.0,158.0,194.0
3,0.0,0.0,5.0,2.0,2.0,10.0,2.0,5.0,22.0,3.0,19.0,41.0,3.0,10.0,29.0,1.0,1.0,3.0,0.0,0.0,4.0,7.0,11.0,29.0,0.0,3.0,34.0,10.0,29.0,60.0,9.0,23.0,60.0,0.0,6.0,28.0,2020-06-21,7750000,130012,1995-09-07,6,7.0,59.61,3,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,9054 days,24.0,2,0,1,1,1,1,2,1,24.986623,121.56768,POINT (121.56768 24.986623),63000080.0,文山區,忠順里,Zhongshun Vil.,Wenshan,臺北市,1739111.0,1166.0,624.0,289,1415,1988.56,170.49,3773.0,62.0,450.0,1236.0,471.0,610.0,158.0,194.0
4,0.0,0.0,8.0,1.0,2.0,15.0,1.0,7.0,26.0,2.0,14.0,45.0,4.0,7.0,30.0,0.0,1.0,5.0,0.0,0.0,4.0,8.0,11.0,38.0,3.0,3.0,49.0,8.0,32.0,60.0,9.0,22.0,60.0,4.0,5.0,33.0,2020-03-29,23250000,133536,2013-09-27,7,13.0,174.11,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2375 days,6.0,2,0,1,1,1,1,0,1,24.9869035,121.5653702,POINT (121.5653702 24.9869035),63000080.0,文山區,忠順里,Zhongshun Vil.,Wenshan,臺北市,1739111.0,1166.0,624.0,289,1415,1988.56,170.49,3773.0,62.0,450.0,1236.0,471.0,610.0,158.0,194.0
5,0.0,1.0,10.0,0.0,3.0,18.0,3.0,7.0,36.0,2.0,10.0,60.0,1.0,2.0,47.0,0.0,3.0,15.0,0.0,0.0,12.0,1.0,6.0,55.0,0.0,5.0,60.0,7.0,22.0,60.0,1.0,9.0,60.0,0.0,3.0,60.0,2020-03-17,5580000,149558,1996-05-03,3,6.0,37.31,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,8719 days,23.0,2,0,1,3,3,3,2,1,25.0058737,121.5499859,POINT (121.5499859 25.0058737),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
6,0.0,1.0,11.0,0.0,3.0,18.0,0.0,7.0,37.0,2.0,6.0,60.0,0.0,1.0,46.0,0.0,2.0,16.0,0.0,0.0,12.0,1.0,6.0,57.0,0.0,3.0,60.0,7.0,22.0,60.0,0.0,8.0,60.0,0.0,2.0,60.0,2020-04-09,25400000,126444,2012-08-27,1,14.0,200.88,4,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2782 days,7.0,2,0,1,1,1,1,0,1,25.0066937,121.5497732,POINT (121.5497732 25.0066937),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
7,0.0,1.0,10.0,0.0,3.0,18.0,2.0,6.0,37.0,2.0,10.0,60.0,0.0,2.0,47.0,0.0,3.0,16.0,0.0,0.0,12.0,1.0,6.0,56.0,0.0,5.0,60.0,5.0,20.0,60.0,0.0,9.0,60.0,0.0,3.0,60.0,2020-04-20,12500000,117129,2009-12-02,2,13.0,106.72,2,2,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,3792 days,10.0,2,0,1,1,1,1,2,1,25.0061381,121.5501603,POINT (121.5501603 25.0061381),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
8,0.0,2.0,10.0,2.0,3.0,17.0,3.0,7.0,33.0,3.0,11.0,60.0,1.0,3.0,45.0,1.0,3.0,13.0,0.0,0.0,11.0,4.0,7.0,53.0,1.0,7.0,60.0,8.0,26.0,60.0,5.0,17.0,60.0,1.0,17.0,60.0,2020-03-20,9200000,139099,1976-10-05,3,4.0,66.14,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,15872 days,43.0,2,0,1,1,1,1,2,1,25.0033024,121.5512744,POINT (121.5512744 25.0033024),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
9,0.0,2.0,10.0,0.0,3.0,19.0,2.0,5.0,35.0,2.0,10.0,60.0,0.0,3.0,46.0,0.0,1.0,14.0,0.0,0.0,12.0,1.0,5.0,55.0,0.0,7.0,60.0,5.0,20.0,60.0,1.0,10.0,60.0,0.0,17.0,60.0,2020-05-29,25000000,114380,1991-04-25,1,10.0,218.57,4,3,3,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,10627 days,29.0,2,0,1,1,1,1,0,1,25.00608,121.551581,POINT (121.551581 25.00608),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
10,0.0,1.0,11.0,0.0,5.0,19.0,1.0,6.0,37.0,2.0,18.0,60.0,0.0,1.0,44.0,0.0,3.0,16.0,0.0,1.0,15.0,1.0,8.0,60.0,0.0,6.0,60.0,10.0,28.0,60.0,2.0,17.0,60.0,0.0,2.0,60.0,2020-01-17,8800000,133963,2000-07-21,5,10.0,65.69,1,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,7119 days,19.0,2,0,1,1,1,1,2,1,25.0056121,121.5471412,POINT (121.5471412 25.0056121),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
11,0.0,1.0,11.0,0.0,3.0,19.0,0.0,6.0,35.0,2.0,5.0,60.0,0.0,2.0,47.0,0.0,2.0,15.0,0.0,0.0,12.0,1.0,6.0,56.0,0.0,3.0,60.0,5.0,22.0,60.0,0.0,8.0,60.0,0.0,2.0,60.0,2020-06-16,17000000,168662,2012-08-27,1,14.0,133.27,2,2,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2850 days,7.0,2,0,1,3,3,3,2,1,25.0066677,121.5500682,POINT (121.5500682 25.0066677),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
12,0.0,1.0,11.0,0.0,4.0,18.0,0.0,6.0,38.0,2.0,17.0,60.0,0.0,2.0,46.0,0.0,3.0,16.0,0.0,0.0,12.0,1.0,6.0,59.0,0.0,3.0,60.0,8.0,27.0,60.0,0.0,8.0,60.0,0.0,3.0,60.0,2020-06-04,10100000,131476,2007-05-21,7,7.0,76.82,2,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,4763 days,13.0,2,0,1,1,1,1,2,1,25.0068402,121.5489172,POINT (121.5489172 25.0068402),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
13,0.0,2.0,11.0,2.0,3.0,17.0,3.0,7.0,33.0,2.0,11.0,60.0,1.0,2.0,45.0,1.0,3.0,14.0,0.0,0.0,13.0,3.0,6.0,54.0,0.0,7.0,60.0,8.0,27.0,60.0,4.0,17.0,60.0,1.0,17.0,60.0,2020-05-19,16500000,148716,1979-05-16,1,4.0,110.95,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,14979 days,41.0,2,0,1,3,3,3,2,1,25.00422,121.550922,POINT (121.550922 25.00422),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
14,0.0,1.0,11.0,0.0,3.0,19.0,0.0,6.0,36.0,2.0,6.0,60.0,0.0,2.0,46.0,0.0,2.0,15.0,0.0,0.0,12.0,1.0,6.0,56.0,0.0,3.0,60.0,5.0,22.0,60.0,0.0,8.0,60.0,0.0,2.0,60.0,2020-05-19,21660000,120635,2012-08-27,7,14.0,179.55,2,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,2822 days,7.0,2,0,1,1,1,1,0,1,25.006667,121.5500667,POINT (121.5500667 25.006667),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
15,0.0,1.0,11.0,0.0,5.0,19.0,1.0,6.0,37.0,2.0,18.0,60.0,0.0,1.0,44.0,0.0,3.0,16.0,0.0,1.0,15.0,1.0,8.0,60.0,0.0,6.0,60.0,10.0,28.0,60.0,2.0,17.0,60.0,0.0,2.0,60.0,2020-04-28,9800000,132440,2000-07-21,3,10.0,100.61,1,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,7221 days,19.0,2,0,1,1,1,1,2,1,25.0056121,121.5471412,POINT (121.5471412 25.0056121),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
16,0.0,2.0,11.0,2.0,3.0,18.0,3.0,7.0,32.0,2.0,10.0,60.0,1.0,3.0,45.0,1.0,1.0,12.0,0.0,0.0,12.0,4.0,5.0,53.0,3.0,7.0,60.0,8.0,24.0,60.0,3.0,12.0,60.0,1.0,17.0,55.0,2020-06-21,10000000,93923,1983-10-06,5,5.0,106.47,5,4,3,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13408 days,36.0,2,0,1,1,1,1,2,1,25.004191,121.552328,POINT (121.552328 25.004191),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
17,0.0,1.0,10.0,2.0,3.0,18.0,3.0,5.0,35.0,2.0,10.0,60.0,1.0,2.0,46.0,0.0,3.0,15.0,0.0,0.0,12.0,1.0,5.0,54.0,0.0,5.0,60.0,6.0,23.0,60.0,2.0,10.0,60.0,0.0,16.0,60.0,2020-06-03,11500000,104233,1983-09-05,3,5.0,110.33,3,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13421 days,36.0,2,0,1,1,1,1,2,1,25.0057084,121.5508629,POINT (121.5508629 25.0057084),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
18,0.0,1.0,11.0,0.0,3.0,18.0,3.0,7.0,35.0,2.0,10.0,60.0,0.0,2.0,47.0,0.0,3.0,15.0,0.0,0.0,12.0,1.0,6.0,56.0,0.0,4.0,60.0,7.0,22.0,60.0,1.0,9.0,60.0,0.0,3.0,60.0,2020-06-26,9050000,93744,1996-05-03,5,6.0,96.54,2,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,8820 days,24.0,2,0,1,1,1,1,2,1,25.006003,121.549846,POINT (121.549846 25.006003),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
19,0.0,1.0,11.0,0.0,5.0,19.0,1.0,6.0,37.0,2.0,18.0,60.0,0.0,1.0,44.0,0.0,3.0,16.0,0.0,1.0,15.0,1.0,8.0,60.0,0.0,6.0,60.0,10.0,28.0,60.0,2.0,17.0,60.0,0.0,2.0,60.0,2020-06-28,13600000,141108,2000-07-21,5,10.0,120.67,3,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,7282 days,19.0,2,0,1,1,1,1,2,1,25.0056121,121.5471412,POINT (121.5471412 25.0056121),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
20,0.0,1.0,10.0,0.0,3.0,18.0,3.0,7.0,36.0,2.0,10.0,60.0,1.0,2.0,47.0,0.0,3.0,15.0,0.0,0.0,12.0,1.0,6.0,55.0,0.0,5.0,60.0,7.0,22.0,60.0,1.0,9.0,60.0,0.0,3.0,60.0,2020-06-14,7300000,114223,1996-05-03,1,6.0,63.91,0,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,8808 days,24.0,2,0,1,1,1,1,2,1,25.0058737,121.5499859,POINT (121.5499859 25.0058737),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
21,0.0,1.0,11.0,0.0,3.0,18.0,0.0,7.0,37.0,2.0,7.0,60.0,0.0,1.0,47.0,0.0,3.0,16.0,0.0,0.0,12.0,1.0,6.0,58.0,0.0,3.0,60.0,7.0,21.0,60.0,0.0,8.0,60.0,0.0,2.0,60.0,2020-07-11,13100000,203796,2004-07-20,1,6.0,64.28,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,5835 days,15.0,2,0,1,3,3,3,2,0,25.0065208,121.5497427,POINT (121.5497427 25.0065208),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
22,0.0,1.0,10.0,0.0,3.0,18.0,2.0,6.0,35.0,2.0,10.0,60.0,0.0,2.0,47.0,0.0,2.0,16.0,0.0,0.0,12.0,1.0,5.0,55.0,0.0,5.0,60.0,5.0,22.0,60.0,0.0,9.0,60.0,0.0,3.0,60.0,2020-05-03,17800000,98856,1983-09-05,1,5.0,180.06,6,3,3,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,13390 days,36.0,2,0,1,1,1,1,0,1,25.006208,121.550599,POINT (121.550599 25.006208),63000080.0,文山區,興旺里,Xingwang Vil.,Wenshan,臺北市,2525904.0,861.0,557.0,255,1157,964.76,112.03,7182.0,61.0,736.0,2296.0,866.0,1365.0,324.0,361.0
23,1.0,2.0,4.0,1.0,10.0,13.0,3.0,7.0,12.0,0.0,16.0,27.0,6.0,20.0,34.0,1.0,4.0,5.0,0.0,5.0,12.0,6.0,11.0,28.0,5.0,19.0,30.0,10.0,42.0,60.0,22.0,50.0,60.0,18.0,27.0,35.0,2020-04-13,11430000,299450,2008-05-13,9,14.0,38.17,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4353 days,11.0,0,1,2,0,0,0,2,2,25.026712,121.5194887,POINT (121.5194887 25.026712),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
24,1.0,2.0,4.0,1.0,10.0,13.0,3.0,8.0,14.0,2.0,15.0,26.0,7.0,22.0,36.0,1.0,3.0,5.0,0.0,4.0,12.0,7.0,11.0,27.0,5.0,20.0,34.0,8.0,42.0,60.0,27.0,49.0,60.0,18.0,28.0,35.0,2020-01-17,170050000,318294,2013-12-23,2,19.0,642.43,0,0,0,Other,Residential Apartment/Condo (11F+ with elevators),2020,2216 days,6.0,0,1,2,2,2,2,1,2,25.0276266,121.5186672,POINT (121.5186672 25.0276266),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
25,1.0,3.0,5.0,1.0,10.0,13.0,2.0,9.0,15.0,5.0,23.0,29.0,5.0,23.0,35.0,0.0,3.0,5.0,2.0,10.0,15.0,7.0,19.0,26.0,4.0,23.0,40.0,7.0,44.0,60.0,21.0,52.0,60.0,20.0,27.0,41.0,2020-04-16,32280000,234610,1982-02-27,2,12.0,137.59,4,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,13928 days,38.0,1,1,1,0,0,0,0,0,25.0286513,121.52092,POINT (121.52092 25.0286513),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
26,1.0,2.0,4.0,1.0,10.0,13.0,3.0,7.0,12.0,0.0,16.0,27.0,6.0,20.0,34.0,1.0,4.0,5.0,0.0,5.0,12.0,6.0,11.0,28.0,5.0,19.0,30.0,10.0,42.0,60.0,22.0,50.0,60.0,18.0,27.0,35.0,2020-04-18,11480000,283247,2008-05-13,3,14.0,40.53,1,0,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4358 days,11.0,0,1,2,0,0,0,2,2,25.026712,121.5194887,POINT (121.5194887 25.026712),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
27,1.0,2.0,4.0,1.0,10.0,13.0,3.0,7.0,12.0,0.0,16.0,27.0,6.0,20.0,34.0,1.0,4.0,5.0,0.0,5.0,12.0,6.0,11.0,28.0,5.0,19.0,30.0,10.0,42.0,60.0,22.0,50.0,60.0,18.0,27.0,35.0,2020-05-08,11300000,278806,2008-05-13,5,14.0,40.53,1,1,1,Other,Studio,2020,4378 days,11.0,0,1,2,0,0,0,2,2,25.026712,121.5194887,POINT (121.5194887 25.026712),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
28,1.0,3.0,5.0,8.0,11.0,13.0,2.0,8.0,13.0,2.0,11.0,30.0,10.0,23.0,37.0,1.0,3.0,3.0,2.0,3.0,13.0,5.0,16.0,26.0,9.0,23.0,36.0,7.0,50.0,60.0,16.0,44.0,60.0,15.0,22.0,54.0,2020-05-30,12100000,288783,2009-04-03,6,15.0,41.9,1,0,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4075 days,11.0,0,1,1,0,0,0,2,2,25.0302007,121.5178174,POINT (121.5178174 25.0302007),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
29,1.0,2.0,5.0,3.0,11.0,14.0,2.0,8.0,13.0,2.0,12.0,30.0,8.0,26.0,36.0,1.0,3.0,4.0,2.0,3.0,13.0,6.0,15.0,27.0,6.0,22.0,36.0,7.0,45.0,60.0,19.0,45.0,60.0,17.0,25.0,47.0,2020-06-16,10550000,322334,2008-03-07,10,14.0,32.73,0,1,1,Reinforced Concrete,Studio,2020,4484 days,12.0,0,1,1,2,2,2,2,2,25.0296505,121.5182424,POINT (121.5182424 25.0296505),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
30,1.0,2.0,4.0,1.0,10.0,13.0,3.0,7.0,12.0,0.0,16.0,27.0,6.0,20.0,34.0,1.0,4.0,5.0,0.0,5.0,12.0,6.0,11.0,28.0,5.0,19.0,30.0,10.0,42.0,60.0,22.0,50.0,60.0,18.0,27.0,35.0,2020-06-06,12600000,310881,2008-05-13,8,14.0,40.53,1,1,1,Other,Studio,2020,4407 days,12.0,0,1,2,2,2,2,2,2,25.026712,121.5194887,POINT (121.5194887 25.026712),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
31,1.0,2.0,4.0,2.0,10.0,13.0,2.0,8.0,13.0,2.0,14.0,27.0,7.0,22.0,38.0,2.0,3.0,5.0,0.0,3.0,11.0,7.0,11.0,28.0,4.0,21.0,33.0,8.0,48.0,60.0,21.0,46.0,60.0,17.0,25.0,34.0,2021-03-08,3850000,60383,2002-11-06,5,12.0,63.76,3,2,2,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2021,6697 days,18.0,0,1,2,1,1,1,2,1,25.0283027,121.5180229,POINT (121.5180229 25.0283027),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
32,1.0,2.0,4.0,1.0,10.0,13.0,3.0,7.0,12.0,0.0,16.0,27.0,6.0,20.0,34.0,1.0,4.0,5.0,0.0,5.0,12.0,6.0,11.0,28.0,5.0,19.0,30.0,10.0,42.0,60.0,22.0,50.0,60.0,18.0,27.0,35.0,2020-06-29,12050000,296142,2008-05-13,14,14.0,40.69,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4430 days,12.0,0,1,2,0,0,0,2,2,25.026712,121.5194887,POINT (121.5194887 25.026712),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
33,1.0,2.0,5.0,3.0,11.0,14.0,2.0,8.0,13.0,2.0,12.0,30.0,8.0,26.0,36.0,1.0,3.0,4.0,2.0,3.0,13.0,6.0,15.0,27.0,6.0,22.0,36.0,7.0,45.0,60.0,19.0,45.0,60.0,17.0,25.0,47.0,2020-06-24,11880000,327273,2008-03-07,6,14.0,36.3,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4492 days,12.0,0,1,1,2,2,2,2,2,25.0296505,121.5182424,POINT (121.5182424 25.0296505),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
34,1.0,2.0,5.0,1.0,10.0,13.0,2.0,9.0,13.0,4.0,23.0,29.0,5.0,25.0,35.0,0.0,3.0,5.0,2.0,9.0,13.0,7.0,16.0,26.0,3.0,23.0,38.0,6.0,44.0,60.0,21.0,49.0,60.0,20.0,27.0,40.0,2020-07-12,28600000,180795,1987-02-24,5,5.0,158.19,5,3,3,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,12192 days,33.0,1,1,1,3,3,3,0,0,25.0284921,121.5205799,POINT (121.5205799 25.0284921),63000050.0,中正區,南福里,Nanfu Vil.,Zhongzheng,臺北市,5679586.0,1487.0,852.0,354,1863,2408.87,161.97,9258.0,213.0,1596.0,3249.0,994.0,1076.0,215.0,256.0
35,0.0,0.0,10.0,1.0,1.0,20.0,0.0,2.0,34.0,0.0,1.0,49.0,1.0,2.0,43.0,0.0,0.0,13.0,0.0,4.0,12.0,2.0,8.0,60.0,0.0,3.0,60.0,5.0,15.0,60.0,0.0,4.0,60.0,0.0,3.0,60.0,2020-03-28,18280000,147825,1990-11-27,4,6.0,123.66,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,10714 days,29.0,2,0,1,3,3,3,2,1,24.9776553,121.5548004,POINT (121.5548004 24.9776553),63000080.0,文山區,樟新里,Zhangxin Vil.,Wenshan,臺北市,2099540.0,1082.0,598.0,266,1332,1551.6,143.44,4785.0,57.0,498.0,1565.0,589.0,817.0,191.0,238.0
