,subway_station_500m,subway_station_1000m,subway_station_3000m,police_500m,police_1000m,police_3000m,primary_school_500m,primary_school_1000m,primary_school_3000m,university_500m,university_1000m,university_3000m,library_500m,library_1000m,library_3000m,night_club_500m,night_club_1000m,night_club_3000m,shopping_mall_500m,shopping_mall_1000m,shopping_mall_3000m,supermarket_500m,supermarket_1000m,supermarket_3000m,bus_station_500m,bus_station_1000m,bus_station_3000m,park_500m,park_1000m,park_3000m,church_500m,church_1000m,church_3000m,hospital_500m,hospital_1000m,hospital_3000m,Transaction Date,Total Cost(NTD),Cost per Sqaure Meter,Building Completion Date,Transacted Floor,Total Floor,Total Area Transacted (Sqaure Meter),Bed Rooms,Living/Dining Rooms,Bathrooms,Main construction Method,Type of Building,transaction year,time delta,time delta year,500_label,1km_label,3km_label,500_price_label,1km_price_label,3km_price_label,house_no_price_label,house_price_label,latitude,longitude,geometry,TOWNCODE,TOWNNAME,VILLNAME,VILLENG,TOWNNAME_EN,COUNTYNAME,TTL_INCOME,AVG,MEDIAN,QUANTILE1,QUANTILE3,STD,VAR,edu_age_15up_total,edu_doctor,edu_master,edu_undergrad,edu_cc,edu_senior,edu_junior,edu_primary
2313,1.0,3.0,4.0,8.0,10.0,11.0,2.0,6.0,7.0,1.0,7.0,15.0,1.0,7.0,15.0,3.0,17.0,24.0,0.0,31.0,33.0,0.0,13.0,24.0,2.0,13.0,22.0,9.0,40.0,57.0,3.0,18.0,35.0,2.0,13.0,39.0,2020-04-12,117000000,347852,2007-12-28,17,27.0,336.35,2,2,3,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4489 days,12.0,2,2,2,2,2,2,1,2,25.0333622,121.5720053,POINT (121.5720053 25.0333622),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2314,1.0,3.0,4.0,8.0,10.0,11.0,2.0,6.0,7.0,1.0,5.0,15.0,1.0,7.0,14.0,1.0,16.0,24.0,0.0,30.0,33.0,0.0,13.0,24.0,2.0,11.0,22.0,11.0,36.0,59.0,3.0,18.0,36.0,2.0,13.0,39.0,2020-05-01,219580000,423915,2007-12-28,19,27.0,585.91,5,2,3,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4508 days,12.0,2,2,2,2,2,2,1,2,25.0332006,121.5723431,POINT (121.5723431 25.0332006),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2315,0.0,3.0,4.0,4.0,10.0,12.0,3.0,5.0,10.0,2.0,6.0,9.0,2.0,9.0,17.0,3.0,18.0,27.0,1.0,31.0,33.0,5.0,18.0,24.0,1.0,17.0,27.0,7.0,37.0,60.0,7.0,22.0,39.0,4.0,16.0,24.0,2019-09-30,108000000,287893,2004-12-29,4,7.0,375.14,4,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2019,5388 days,14.0,2,2,2,0,0,0,1,2,25.0369337,121.5726031,POINT (121.5726031 25.0369337),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2316,0.0,2.0,4.0,4.0,10.0,11.0,2.0,6.0,9.0,2.0,3.0,7.0,2.0,7.0,13.0,1.0,16.0,24.0,0.0,20.0,32.0,4.0,14.0,24.0,0.0,8.0,23.0,9.0,36.0,60.0,9.0,20.0,33.0,3.0,14.0,19.0,2020-05-10,11000000,164843,1993-01-14,4,4.0,66.73,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,9978 days,27.0,2,2,2,3,3,3,2,1,25.03571,121.575671,POINT (121.575671 25.03571),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2317,0.0,2.0,4.0,5.0,10.0,11.0,2.0,4.0,9.0,2.0,3.0,7.0,2.0,6.0,12.0,0.0,15.0,23.0,0.0,19.0,32.0,3.0,12.0,24.0,0.0,7.0,19.0,10.0,35.0,60.0,6.0,18.0,33.0,2.0,13.0,20.0,2020-05-04,21000000,166297,1981-12-31,6,7.0,126.28,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,14004 days,38.0,2,0,2,3,3,3,2,1,25.0347734,121.5755508,POINT (121.5755508 25.0347734),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2318,1.0,2.0,4.0,3.0,10.0,11.0,2.0,4.0,9.0,2.0,5.0,11.0,1.0,6.0,15.0,0.0,15.0,24.0,0.0,24.0,33.0,1.0,13.0,23.0,1.0,11.0,22.0,13.0,38.0,57.0,3.0,16.0,34.0,2.0,10.0,38.0,2020-05-19,23140000,230731,1997-09-26,9,12.0,100.29,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,8271 days,22.0,2,0,2,0,0,0,2,0,25.0332867,121.5732097,POINT (121.5732097 25.0332867),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2319,0.0,2.0,5.0,4.0,10.0,11.0,2.0,5.0,11.0,2.0,3.0,7.0,1.0,6.0,12.0,0.0,15.0,25.0,0.0,22.0,32.0,3.0,14.0,24.0,0.0,10.0,21.0,10.0,38.0,60.0,9.0,20.0,35.0,2.0,14.0,20.0,2020-05-18,46800000,222592,1994-09-10,14,16.0,210.25,4,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,9382 days,25.0,2,2,2,0,0,0,0,0,25.0354743,121.5751608,POINT (121.5751608 25.0354743),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2320,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,9.0,2.0,5.0,11.0,1.0,6.0,16.0,0.0,15.0,24.0,0.0,30.0,33.0,1.0,13.0,22.0,1.0,11.0,22.0,12.0,38.0,57.0,5.0,15.0,36.0,3.0,12.0,37.0,2020-05-18,156000000,342676,2006-03-15,3,3.0,455.24,3,3,2,Reinforced Concrete,Townhouse,2020,5178 days,14.0,2,2,2,2,2,2,1,2,25.0337412,121.573141,POINT (121.573141 25.0337412),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2321,1.0,3.0,4.0,8.0,10.0,11.0,2.0,6.0,7.0,1.0,7.0,15.0,1.0,7.0,15.0,3.0,17.0,24.0,0.0,31.0,33.0,0.0,13.0,24.0,2.0,13.0,22.0,9.0,40.0,57.0,3.0,18.0,35.0,2.0,13.0,39.0,2020-04-17,102000000,388700,2007-12-28,7,27.0,292.95,4,2,3,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4494 days,12.0,2,2,2,2,2,2,1,2,25.0333622,121.5720053,POINT (121.5720053 25.0333622),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2322,1.0,3.0,4.0,8.0,11.0,12.0,2.0,6.0,7.0,1.0,7.0,23.0,0.0,9.0,16.0,9.0,16.0,24.0,11.0,33.0,34.0,4.0,12.0,23.0,4.0,18.0,25.0,7.0,36.0,60.0,0.0,21.0,42.0,0.0,15.0,39.0,2020-05-07,217000000,521656,2012-05-28,8,22.0,477.37,3,2,4,Other,Residential Apartment/Condo (11F+ with elevators),2020,2901 days,7.0,2,2,2,2,2,2,1,2,25.0333738,121.5701721,POINT (121.5701721 25.0333738),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2323,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,10.0,2.0,5.0,8.0,2.0,6.0,13.0,0.0,15.0,26.0,0.0,25.0,33.0,2.0,12.0,22.0,0.0,11.0,22.0,11.0,36.0,58.0,5.0,15.0,37.0,3.0,11.0,21.0,2020-06-03,22500000,246144,2006-12-29,7,19.0,91.41,2,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4905 days,13.0,2,0,2,0,0,0,2,0,25.0339574,121.5740582,POINT (121.5740582 25.0339574),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2324,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,10.0,2.0,5.0,8.0,2.0,6.0,13.0,0.0,15.0,26.0,0.0,25.0,33.0,2.0,12.0,22.0,0.0,11.0,22.0,11.0,36.0,58.0,5.0,15.0,37.0,3.0,11.0,21.0,2020-06-01,23000000,250082,2006-12-29,6,19.0,91.97,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4903 days,13.0,2,0,2,0,0,0,2,0,25.0339574,121.5740582,POINT (121.5740582 25.0339574),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2325,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,10.0,2.0,5.0,8.0,2.0,6.0,13.0,0.0,15.0,26.0,0.0,25.0,33.0,2.0,12.0,22.0,0.0,11.0,22.0,11.0,36.0,58.0,5.0,15.0,37.0,3.0,11.0,21.0,2020-06-01,23400000,217311,2006-12-29,12,19.0,107.68,2,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4903 days,13.0,2,0,2,0,0,0,2,0,25.0339574,121.5740582,POINT (121.5740582 25.0339574),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2326,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,9.0,2.0,5.0,11.0,1.0,6.0,15.0,0.0,15.0,24.0,0.0,25.0,33.0,1.0,13.0,22.0,1.0,11.0,22.0,11.0,37.0,57.0,5.0,16.0,35.0,3.0,11.0,35.0,2020-04-12,33180000,260215,2009-07-02,4,19.0,127.51,1,1,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,3937 days,10.0,2,2,2,0,0,0,2,0,25.03373,121.5735772,POINT (121.5735772 25.03373),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2327,0.0,2.0,5.0,4.0,10.0,11.0,2.0,5.0,11.0,2.0,3.0,7.0,1.0,6.0,12.0,0.0,15.0,25.0,0.0,22.0,32.0,3.0,14.0,24.0,0.0,10.0,21.0,10.0,38.0,60.0,9.0,20.0,35.0,2.0,14.0,20.0,2020-05-01,53000000,236850,1994-09-10,2,16.0,223.78,5,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,9365 days,25.0,2,2,2,0,0,0,0,0,25.0354743,121.5751608,POINT (121.5751608 25.0354743),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2328,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,10.0,2.0,5.0,8.0,2.0,6.0,13.0,0.0,15.0,26.0,0.0,25.0,33.0,2.0,12.0,22.0,0.0,11.0,22.0,11.0,36.0,58.0,5.0,15.0,37.0,3.0,11.0,21.0,2020-06-23,10200000,235675,2006-12-29,9,19.0,43.28,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4925 days,13.0,2,0,2,0,0,0,2,0,25.0339574,121.5740582,POINT (121.5740582 25.0339574),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2329,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,10.0,2.0,5.0,8.0,2.0,6.0,13.0,0.0,15.0,26.0,0.0,25.0,33.0,2.0,12.0,22.0,0.0,11.0,22.0,11.0,36.0,58.0,5.0,15.0,37.0,3.0,11.0,21.0,2020-07-04,10380000,239834,2006-12-29,10,19.0,43.28,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4936 days,13.0,2,0,2,0,0,0,2,0,25.0339574,121.5740582,POINT (121.5740582 25.0339574),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2330,0.0,3.0,4.0,1.0,11.0,12.0,3.0,6.0,9.0,1.0,7.0,9.0,2.0,10.0,16.0,4.0,19.0,25.0,3.0,31.0,33.0,5.0,18.0,24.0,2.0,18.0,27.0,6.0,39.0,60.0,6.0,26.0,37.0,3.0,16.0,23.0,2020-07-05,44500000,279927,1997-06-10,9,11.0,158.97,4,2,1,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,8426 days,23.0,2,2,2,0,0,0,0,2,25.0374057,121.5721141,POINT (121.5721141 25.0374057),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2331,0.0,2.0,4.0,5.0,10.0,11.0,2.0,4.0,11.0,3.0,4.0,7.0,2.0,5.0,13.0,0.0,15.0,24.0,0.0,19.0,31.0,2.0,12.0,24.0,0.0,8.0,19.0,10.0,33.0,59.0,6.0,17.0,35.0,2.0,11.0,20.0,2020-07-09,21200000,195301,1981-12-31,2,7.0,112.27,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,14070 days,38.0,2,0,2,3,3,3,2,0,25.034332,121.575321,POINT (121.575321 25.034332),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2332,1.0,2.0,4.0,3.0,10.0,11.0,2.0,3.0,10.0,2.0,5.0,8.0,2.0,6.0,13.0,0.0,15.0,26.0,0.0,25.0,33.0,2.0,12.0,22.0,0.0,11.0,22.0,11.0,36.0,58.0,5.0,15.0,37.0,3.0,11.0,21.0,2020-07-20,14080000,273983,2006-12-29,10,19.0,51.39,1,1,1,Other,Residential Apartment/Condo (11F+ with elevators),2020,4952 days,13.0,2,0,2,0,0,0,2,0,25.0339574,121.5740582,POINT (121.5740582 25.0339574),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2333,1.0,4.0,4.0,8.0,10.0,11.0,2.0,6.0,6.0,0.0,7.0,20.0,0.0,8.0,17.0,3.0,16.0,24.0,1.0,31.0,33.0,0.0,13.0,24.0,2.0,14.0,23.0,7.0,38.0,60.0,3.0,20.0,42.0,0.0,13.0,40.0,2020-06-14,188000000,502425,2007-06-21,25,27.0,442.76,3,2,4,Steel Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,4742 days,12.0,2,2,2,2,2,2,1,2,25.0333082,121.5711539,POINT (121.5711539 25.0333082),63000020.0,信義區,安康里,Ankang Vil.,Xinyi,臺北市,7682633.0,2017.0,807.0,315,1916,6294.16,312.06,8657.0,149.0,1289.0,3111.0,985.0,1193.0,253.0,260.0
2334,0.0,2.0,9.0,0.0,2.0,20.0,3.0,8.0,23.0,0.0,1.0,26.0,3.0,7.0,29.0,3.0,9.0,39.0,0.0,1.0,58.0,5.0,12.0,50.0,0.0,6.0,49.0,6.0,44.0,60.0,7.0,23.0,60.0,3.0,21.0,49.0,2020-04-19,17000000,174287,1980-09-12,4,5.0,97.54,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,14464 days,39.0,2,2,3,3,3,3,2,0,25.0407452,121.5856841,POINT (121.5856841 25.0407452),63000020.0,信義區,中行里,Zhongxing Vil.,Xinyi,臺北市,1912331.0,746.0,464.0,221,919,1138.89,152.64,6827.0,44.0,480.0,1972.0,791.0,1376.0,446.0,607.0
2335,0.0,2.0,9.0,0.0,2.0,20.0,3.0,8.0,22.0,0.0,2.0,20.0,3.0,8.0,29.0,3.0,9.0,38.0,0.0,1.0,57.0,2.0,12.0,48.0,0.0,6.0,47.0,7.0,43.0,60.0,8.0,25.0,60.0,3.0,23.0,60.0,2020-04-26,13600000,186942,1978-08-11,1,4.0,72.75,4,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,15234 days,41.0,2,2,3,3,3,3,2,0,25.0398419,121.5848792,POINT (121.5848792 25.0398419),63000020.0,信義區,中行里,Zhongxing Vil.,Xinyi,臺北市,1912331.0,746.0,464.0,221,919,1138.89,152.64,6827.0,44.0,480.0,1972.0,791.0,1376.0,446.0,607.0
2336,0.0,2.0,9.0,0.0,2.0,20.0,3.0,8.0,22.0,0.0,2.0,27.0,3.0,8.0,29.0,3.0,9.0,38.0,0.0,1.0,59.0,4.0,12.0,49.0,0.0,6.0,47.0,7.0,43.0,60.0,7.0,25.0,60.0,3.0,23.0,50.0,2020-06-14,23000000,145819,1988-06-28,5,5.0,157.73,4,2,2,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,11674 days,31.0,2,2,3,1,1,1,0,1,25.0400629,121.5850941,POINT (121.5850941 25.0400629),63000020.0,信義區,中行里,Zhongxing Vil.,Xinyi,臺北市,1912331.0,746.0,464.0,221,919,1138.89,152.64,6827.0,44.0,480.0,1972.0,791.0,1376.0,446.0,607.0
2337,0.0,2.0,9.0,0.0,2.0,20.0,3.0,8.0,22.0,0.0,2.0,28.0,3.0,8.0,29.0,3.0,9.0,38.0,0.0,1.0,56.0,2.0,12.0,48.0,0.0,6.0,47.0,8.0,42.0,60.0,8.0,24.0,60.0,3.0,23.0,60.0,2020-06-07,18080000,172437,1977-08-27,4,4.0,104.85,3,2,1,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,15625 days,42.0,2,2,3,3,3,3,2,1,25.0395906,121.5850028,POINT (121.5850028 25.0395906),63000020.0,信義區,中行里,Zhongxing Vil.,Xinyi,臺北市,1912331.0,746.0,464.0,221,919,1138.89,152.64,6827.0,44.0,480.0,1972.0,791.0,1376.0,446.0,607.0
2338,1.0,3.0,5.0,0.0,4.0,13.0,2.0,8.0,17.0,8.0,25.0,32.0,4.0,22.0,36.0,0.0,3.0,5.0,2.0,14.0,15.0,4.0,23.0,25.0,6.0,25.0,39.0,9.0,44.0,60.0,19.0,58.0,60.0,11.0,35.0,41.0,2020-04-19,11500000,334984,2009-03-02,2,7.0,34.33,1,1,1,Reinforced Concrete,Studio,2020,4066 days,11.0,0,1,1,2,2,2,2,2,25.0296494,121.5242395,POINT (121.5242395 25.0296494),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2339,1.0,3.0,5.0,0.0,3.0,14.0,3.0,8.0,18.0,13.0,25.0,34.0,6.0,21.0,39.0,0.0,2.0,5.0,6.0,14.0,15.0,7.0,24.0,31.0,7.0,23.0,42.0,11.0,45.0,60.0,17.0,54.0,60.0,4.0,37.0,44.0,2020-04-14,24680000,249646,2014-05-13,3,6.0,98.86,2,2,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,2163 days,5.0,0,1,1,0,0,0,2,0,25.0298125,121.5259306,POINT (121.5259306 25.0298125),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2340,1.0,3.0,5.0,0.0,5.0,14.0,2.0,9.0,16.0,9.0,24.0,35.0,3.0,24.0,38.0,0.0,1.0,5.0,3.0,13.0,15.0,5.0,22.0,28.0,6.0,26.0,39.0,7.0,40.0,60.0,21.0,56.0,60.0,7.0,34.0,48.0,2020-04-13,33200000,254056,1983-11-09,2,7.0,130.68,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13305 days,36.0,0,1,1,0,0,0,2,0,25.030388,121.524319,POINT (121.524319 25.030388),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2341,2.0,3.0,5.0,0.0,10.0,14.0,1.0,10.0,15.0,4.0,23.0,34.0,4.0,25.0,36.0,0.0,2.0,5.0,3.0,11.0,15.0,6.0,21.0,25.0,8.0,25.0,40.0,6.0,39.0,60.0,18.0,54.0,60.0,19.0,30.0,48.0,2020-04-20,45000000,308461,2019-04-30,2,7.0,162.22,3,2,2,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,356 days,0.0,1,1,1,2,2,2,0,2,25.0300766,121.5222593,POINT (121.5222593 25.0300766),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2342,1.0,3.0,5.0,0.0,9.0,12.0,1.0,7.0,15.0,6.0,23.0,32.0,3.0,23.0,37.0,0.0,3.0,5.0,2.0,12.0,15.0,6.0,21.0,25.0,5.0,24.0,38.0,6.0,40.0,60.0,22.0,54.0,60.0,19.0,34.0,41.0,2020-05-16,13800000,322581,2008-07-22,6,7.0,42.78,2,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,4316 days,11.0,1,1,1,2,2,2,2,2,25.0294844,121.5230858,POINT (121.5230858 25.0294844),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2343,1.0,3.0,5.0,0.0,3.0,14.0,3.0,8.0,18.0,13.0,25.0,34.0,6.0,21.0,40.0,0.0,2.0,5.0,6.0,14.0,15.0,7.0,24.0,31.0,8.0,23.0,42.0,11.0,45.0,60.0,17.0,53.0,60.0,4.0,37.0,44.0,2020-05-16,15150000,302921,2014-05-13,4,6.0,70.52,1,1,1,Reinforced Concrete,Studio,2020,2195 days,6.0,0,1,1,0,0,0,2,2,25.0299341,121.5259181,POINT (121.5259181 25.0299341),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2344,1.0,3.0,5.0,0.0,2.0,14.0,3.0,10.0,19.0,14.0,25.0,32.0,6.0,20.0,39.0,0.0,2.0,5.0,6.0,14.0,15.0,7.0,23.0,33.0,7.0,22.0,43.0,12.0,46.0,60.0,15.0,56.0,60.0,5.0,37.0,43.0,2020-06-17,27000000,255198,1985-02-25,10,17.0,105.8,3,2,2,Reinforced Concrete,Residential Apartment/Condo (11F+ with elevators),2020,12896 days,35.0,0,1,1,0,0,0,2,0,25.029565,121.526178,POINT (121.526178 25.029565),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2345,1.0,3.0,5.0,0.0,3.0,14.0,3.0,8.0,18.0,13.0,25.0,34.0,6.0,21.0,40.0,0.0,2.0,5.0,6.0,14.0,15.0,7.0,24.0,31.0,8.0,23.0,42.0,11.0,45.0,60.0,17.0,53.0,60.0,4.0,37.0,44.0,2020-07-09,16350000,269089,2014-05-13,2,6.0,80.23,1,1,1,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,2249 days,6.0,0,1,1,0,0,0,2,0,25.0299341,121.5259181,POINT (121.5259181 25.0299341),63000030.0,大安區,錦泰里,Jintai Vil.,Daan,臺北市,1943643.0,1445.0,834.0,288,1820,1978.69,136.93,3048.0,107.0,566.0,1115.0,331.0,323.0,66.0,55.0
2346,1.0,2.0,5.0,1.0,3.0,5.0,3.0,7.0,14.0,1.0,1.0,27.0,1.0,4.0,11.0,2.0,4.0,7.0,0.0,0.0,2.0,4.0,8.0,26.0,0.0,5.0,22.0,13.0,34.0,60.0,8.0,18.0,30.0,7.0,20.0,43.0,2020-04-13,15000000,104355,1980-08-01,2,5.0,143.74,3,4,3,Reinforced Concrete,Apartment (Below 5F without Elevator),2020,14500 days,39.0,2,0,2,1,1,1,0,1,25.138971,121.504228,POINT (121.504228 25.138971),63000120.0,北投區,中心里,Zhongxin Vil.,,臺北市,1929794.0,870.0,497.0,220,1101,1159.02,133.27,5860.0,70.0,487.0,1754.0,717.0,1167.0,320.0,344.0
2347,1.0,2.0,5.0,1.0,3.0,5.0,4.0,7.0,14.0,0.0,3.0,27.0,1.0,4.0,11.0,2.0,5.0,7.0,0.0,0.0,2.0,5.0,13.0,26.0,0.0,8.0,23.0,12.0,37.0,60.0,9.0,19.0,31.0,8.0,23.0,32.0,2021-05-24,8000000,103199,1967-12-16,2,4.0,77.52,2,2,1,Reinforced Brick,Apartment (Below 5F without Elevator),2021,19518 days,53.0,0,2,2,1,1,1,2,1,25.137971,121.502051,POINT (121.502051 25.137971),63000120.0,北投區,中心里,Zhongxin Vil.,,臺北市,1929794.0,870.0,497.0,220,1101,1159.02,133.27,5860.0,70.0,487.0,1754.0,717.0,1167.0,320.0,344.0
2348,0.0,1.0,5.0,0.0,1.0,5.0,2.0,4.0,13.0,1.0,1.0,25.0,0.0,2.0,10.0,0.0,2.0,7.0,0.0,0.0,2.0,1.0,6.0,26.0,1.0,1.0,22.0,10.0,27.0,60.0,4.0,13.0,29.0,8.0,15.0,44.0,2020-05-07,15300000,57504,1982-02-26,3,7.0,266.07,5,2,3,Reinforced Concrete,Apartment Building (Below 10F with Elevator),2020,13950 days,38.0,2,0,2,1,1,1,0,1,25.1413044,121.5088058,POINT (121.5088058 25.1413044),63000120.0,北投區,中心里,Zhongxin Vil.,,臺北市,1929794.0,870.0,497.0,220,1101,1159.02,133.27,5860.0,70.0,487.0,1754.0,717.0,1167.0,320.0,344.0
